variant,canonical,wikt_variant_kind,wikt_regions,zipf,tier
mantelet,mantlet,alt_of,,0.0,OBSCURE
manticora,manticore,alt_of,,0.0,OBSCURE
mantlepiece,mantelpiece,alt_of,,1.52,RARE
marchpane,marzipan,alt_of,,0.0,OBSCURE
margarin,margarine,alt_of,,0.0,OBSCURE
marginalisation,marginalization,alt_of,UK,2.19,UNCOMMON
marihuana,marijuana,dated,,2.17,UNCOMMON
markhoor,markhor,alt_of,,0.0,OBSCURE
marlinespike,marlinspike,alt_of,,0.0,OBSCURE
marlingspike,marlinspike,alt_of,,0.0,OBSCURE
marqueterie,marquetry,alt_of,,0.0,OBSCURE
marshall,marshal,alt_of,US,4.24,COMMON
masculinisation,masculinization,alt_of,,0.0,OBSCURE
masse,mass,alt_of,,3.15,FAMILIAR
mastabah,mastaba,alt_of,,0.0,OBSCURE
mastodont,mastodon,alt_of,,0.0,OBSCURE
materialisation,materialization,alt_of,UK,1.34,RARE
matt,matte,alt_of,,4.55,COMMON
matzah,matzo,alt_of,,1.9,RARE
matzoh,matzo,alt_of,,1.54,RARE
mavin,maven,alt_of,,1.66,RARE
maximisation,maximization,alt_of,,1.66,RARE
meany,meanie,alt_of,,2.31,UNCOMMON
mechanisation,mechanization,alt_of,UK,2.07,UNCOMMON
medallist,medalist,alt_of,UK,3.08,FAMILIAR
medivac,medevac,alt_of,,1.83,RARE
melaena,melena,alt_of,,0.0,OBSCURE
melioration,amelioration,alt_of,,1.18,RARE
memorialisation,memorialization,alt_of,UK,0.0,OBSCURE
memorisation,memorization,alt_of,,1.63,RARE
memoriser,memorizer,alt_of,,0.0,OBSCURE
mensh,mensch,alt_of,,0.0,OBSCURE
merl,merle,alt_of,,1.98,RARE
meshugaas,mishegoss,alt_of,,0.0,OBSCURE
meshuggeneh,meshuggener,alt_of,,0.0,OBSCURE
mesquit,mesquite,dated,,0.0,OBSCURE
metacenter,metacentre,alt_of,US,0.0,OBSCURE
methadon,methadone,alt_of,,0.0,OBSCURE
metronymic,matronymic,alt_of,,0.0,OBSCURE
mezcal,mescal,alt_of,,2.2,UNCOMMON
mezuza,mezuzah,alt_of,,0.0,OBSCURE
miaou,miaow,alt_of,,1.08,RARE
miaow,meow,uk,,1.83,RARE
mic,mike,alt_of,,3.81,FAMILIAR
micrometer,micrometre,alt_of,US,2.32,UNCOMMON
micromillimeter,micromillimetre,american,,0.0,OBSCURE
mierkat,meerkat,alt_of,,0.0,OBSCURE
milage,mileage,alt_of,,1.73,RARE
mileometer,milometer,alt_of,,0.0,OBSCURE
militarisation,militarization,alt_of,,1.81,RARE
millepede,millipede,dated,,0.0,OBSCURE
millimeter,millimetre,alt_of,US,3.13,FAMILIAR
milliped,millipede,alt_of,,0.0,OBSCURE
mina,myna,alt_of,,3.35,FAMILIAR
minah,myna,alt_of,,1.53,RARE
miniaturisation,miniaturization,alt_of,UK,1.5,RARE
minimisation,minimization,alt_of,,2.1,UNCOMMON
misbehaviour,misbehavior,alt_of,UK,2.2,UNCOMMON
misdemeanour,misdemeanor,alt_of,UK,2.21,UNCOMMON
mishegaas,mishegoss,alt_of,,0.0,OBSCURE
mishpachah,mishpocha,alt_of,,0.0,OBSCURE
missis,missus,alt_of,UK;US,1.92,RARE
miter,mitre,alt_of,US,2.39,UNCOMMON
mitrewort,miterwort,alt_of,,0.0,OBSCURE
mitsvah,mitzvah,alt_of,,0.0,OBSCURE
mizen,mizzen,alt_of,,1.78,RARE
mizenmast,mizzenmast,alt_of,,0.0,OBSCURE
mocassin,moccasin,alt_of,,0.0,OBSCURE
modeller,modeler,alt_of,UK,2.03,UNCOMMON
modernisation,modernization,alt_of,UK,2.97,UNCOMMON
mol,mole,alt_of,,3.16,FAMILIAR
mollusk,mollusc,alt_of,US,2.28,UNCOMMON
molt,moult,alt_of,US,2.37,UNCOMMON
momma,mama,alt_of,,3.41,FAMILIAR
momot,motmot,alt_of,,0.0,OBSCURE
monaul,monal,alt_of,,0.0,OBSCURE
moneron,moneran,alt_of,,0.0,OBSCURE
monetisation,monetization,alt_of,UK,1.96,RARE
monochromasy,monochromacy,alt_of,,0.0,OBSCURE
monocot,monocotyledon,alt_of,,1.52,RARE
monopolisation,monopolization,alt_of,,1.29,RARE
monopoliser,monopolizer,alt_of,,0.0,OBSCURE
moong,mung,alt_of,,1.68,RARE
moralisation,moralization,uk,,0.0,OBSCURE
mortgagor,mortgager,alt_of,,1.76,RARE
mortice,mortise,alt_of,,1.44,RARE
motorisation,motorization,alt_of,,1.13,RARE
moufflon,mouflon,alt_of,,0.0,OBSCURE
moujik,mujik,alt_of,,0.0,OBSCURE
mould,mold,commonwealth,,3.45,FAMILIAR
moulter,molter,alt_of,,0.0,OBSCURE
moustachio,mustachio,alt_of,,0.0,OBSCURE
muazzin,muezzin,alt_of,,0.0,OBSCURE
mujahadeen,mujahideen,alt_of,,1.35,RARE
mujahedeen,mujahideen,alt_of,,1.72,RARE
mujahedin,mujahideen,alt_of,,1.9,RARE
mumma,mama,alt_of,,2.09,UNCOMMON
munj,munja,alt_of,,0.0,OBSCURE
muscadel,muscatel,alt_of,,0.0,OBSCURE
musjid,masjid,alt_of,,0.0,OBSCURE
mustache,moustache,alt_of,US,3.41,FAMILIAR
muzhik,mujik,alt_of,,1.03,RARE
muzjik,mujik,alt_of,,0.0,OBSCURE
myeline,myelin,alt_of,,0.0,OBSCURE
myelinisation,myelinization,alt_of,,0.0,OBSCURE
mynah,myna,alt_of,,1.64,RARE
myosis,miosis,alt_of,,0.0,OBSCURE
myotic,miotic,alt_of,,0.0,OBSCURE
myriameter,myriametre,alt_of,,0.0,OBSCURE
mythologisation,mythologization,alt_of,,0.0,OBSCURE
myxoedema,myxedema,alt_of,,0.0,OBSCURE
nanometer,nanometre,alt_of,US,2.39,UNCOMMON
narcism,narcissism,alt_of,,0.0,OBSCURE
nargileh,narghile,alt_of,,0.0,OBSCURE
narwal,narwhal,alt_of,,1.21,RARE
narwhale,narwhal,alt_of,,0.0,OBSCURE
nasalisation,nasalization,alt_of,,0.0,OBSCURE
nationalization,nationalisation,american,,2.71,UNCOMMON
naturalisation,naturalization,alt_of,,2.08,UNCOMMON
nebuliser,nebulizer,alt_of,,1.22,RARE
neighbor,neighbour,alt_of,US,4.11,COMMON
neighbourhood,neighborhood,british,,3.94,FAMILIAR
neighbourliness,neighborliness,uk,,1.57,RARE
neuralgy,neuralgia,alt_of,,0.0,OBSCURE
neuropile,neuropil,alt_of,,0.0,OBSCURE
nigga,nigger,alt_of,,3.63,FAMILIAR
ninjitsu,ninjutsu,alt_of,,1.55,RARE
nitre,niter,uk,,1.51,RARE
nitroglycerin,nitroglycerine,alt_of,,2.42,UNCOMMON
nonsuch,nonesuch,alt_of,,1.66,RARE
nooky,nookie,alt_of,,1.09,RARE
noreaster,northeaster,alt_of,,0.0,OBSCURE
normalisation,normalization,alt_of,UK,2.31,UNCOMMON
normaliser,normalizer,alt_of,,0.0,OBSCURE
novelisation,novelization,alt_of,,1.5,RARE
noviciate,novitiate,alt_of,,0.0,OBSCURE
nub,noob,alt_of,,2.55,UNCOMMON
nucleole,nucleolus,alt_of,,0.0,OBSCURE
nudnick,nudnik,alt_of,,0.0,OBSCURE
nuna,noona,alt_of,,2.26,UNCOMMON
nybble,nibble,alt_of,,0.0,OBSCURE
obligato,obbligato,alt_of,,1.14,RARE
obstructor,obstructer,alt_of,,0.0,OBSCURE
ocher,ochre,alt_of,,2.04,UNCOMMON
ochre,okra,alt_of,,2.69,UNCOMMON
octette,octet,alt_of,,0.0,OBSCURE
odour,odor,uk,,2.96,UNCOMMON
oedema,edema,standard,,2.16,UNCOMMON
oesophagitis,esophagitis,alt_of,UK,0.0,OBSCURE
oesophagoscope,esophagoscope,alt_of,,0.0,OBSCURE
oestradiol,estradiol,british,,1.08,RARE
oestriol,estriol,alt_of,UK,0.0,OBSCURE
oestrogen,estrogen,alt_of,Commonwealth,2.4,UNCOMMON
oestrone,estrone,alt_of,UK,0.0,OBSCURE
olefine,olefin,alt_of,,0.0,OBSCURE
omelet,omelette,alt_of,US,2.63,UNCOMMON
omphalus,omphalos,alt_of,,0.0,OBSCURE
opsonisation,opsonization,alt_of,UK,0.0,OBSCURE
optimisation,optimization,alt_of,,2.73,UNCOMMON
orache,orach,alt_of,,0.0,OBSCURE
orangutang,orangutan,alt_of,,0.0,OBSCURE
oreide,oroide,alt_of,,0.0,OBSCURE
organdie,organdy,alt_of,,0.0,OBSCURE
organiser,organizer,alt_of,UK,3.11,FAMILIAR
orpin,orpine,alt_of,,0.0,OBSCURE
orthopaedics,orthopedics,alt_of,UK,2.32,UNCOMMON
orthopaedist,orthopedist,alt_of,Commonwealth,0.0,OBSCURE
orthopteron,orthopteran,alt_of,,0.0,OBSCURE
ottar,attar,alt_of,,1.23,RARE
ousel,ouzel,alt_of,,0.0,OBSCURE
overcapitalisation,overcapitalization,alt_of,,0.0,OBSCURE
overutilisation,overutilization,alt_of,,0.0,OBSCURE
oxalacetate,oxaloacetate,alt_of,,0.0,OBSCURE
oxidisation,oxidization,alt_of,UK,1.19,RARE
oxidiser,oxidizer,alt_of,UK,1.26,RARE
oxyhemoglobin,oxyhaemoglobin,alt_of,US,1.12,RARE
ozokerite,ozocerite,alt_of,,0.0,OBSCURE
pacha,pasha,alt_of,,2.41,UNCOMMON
pachouli,patchouli,alt_of,,0.0,OBSCURE
pacificist,pacifist,alt_of,,0.0,OBSCURE
padouk,padauk,alt_of,,0.0,OBSCURE
paederast,pederast,uk,,0.0,OBSCURE
paederasty,pederasty,alt_of,,0.0,OBSCURE
paediatrician,pediatrician,standard,Commonwealth,2.25,UNCOMMON
paediatrics,pediatrics,standard,Commonwealth,2.44,UNCOMMON
paedophile,pedophile,commonwealth,,2.85,UNCOMMON
paedophilia,pedophilia,uk,,2.36,UNCOMMON
paeony,peony,alt_of,,0.0,OBSCURE
palaeobotany,paleobotany,alt_of,,1.08,RARE
palaeogeology,paleogeology,alt_of,,0.0,OBSCURE
palaeology,paleology,alt_of,,0.0,OBSCURE
palaeontologist,paleontologist,alt_of,Commonwealth,2.11,UNCOMMON
palaeontology,paleontology,alt_of,Commonwealth,2.3,UNCOMMON
palaeopathology,paleopathology,alt_of,,0.0,OBSCURE
palaeozoology,paleozoology,alt_of,,0.0,OBSCURE
palankeen,palanquin,alt_of,,0.0,OBSCURE
paleencephalon,paleoencephalon,alt_of,,0.0,OBSCURE
paleoclimatology,palaeoclimatology,alt_of,,1.36,RARE
paleogeography,palaeogeography,alt_of,,1.48,RARE
palestra,palaestra,alt_of,US,1.53,RARE
pallette,palette,alt_of,,1.93,RARE
panetela,panatela,alt_of,,0.0,OBSCURE
panoche,panocha,alt_of,,1.21,RARE
pantie,panty,alt_of,,1.56,RARE
papaw,pawpaw,alt_of,,1.73,RARE
pappa,papa,alt_of,,2.2,UNCOMMON
pappoose,papoose,alt_of,,0.0,OBSCURE
paraesthesia,paresthesia,alt_of,,1.16,RARE
paraleipsis,paralipsis,alt_of,,0.0,OBSCURE
paralepsis,paraleipsis,alt_of,,0.0,OBSCURE
parallelopiped,parallelepiped,alt_of,,0.0,OBSCURE
paraquet,parakeet,alt_of,,0.0,OBSCURE
parasitaemia,parasitemia,alt_of,,0.0,OBSCURE
parchesi,pachisi,alt_of,,0.0,OBSCURE
parchisi,pachisi,alt_of,,0.0,OBSCURE
parlour,parlor,commonwealth,,3.14,FAMILIAR
paroquet,parakeet,alt_of,,0.0,OBSCURE
parrakeet,parakeet,alt_of,,0.0,OBSCURE
parroket,parakeet,alt_of,,0.0,OBSCURE
parroquet,parakeet,alt_of,,0.0,OBSCURE
particularisation,particularization,alt_of,,0.0,OBSCURE
partizan,partisan,dated,,2.34,UNCOMMON
pasteuriser,pasteurizer,alt_of,UK,0.0,OBSCURE
pasteurization,pasteurisation,alt_of,,2.17,UNCOMMON
pastil,pastille,alt_of,,0.0,OBSCURE
patchouly,patchouli,alt_of,,0.0,OBSCURE
pauperisation,pauperization,alt_of,,0.0,OBSCURE
pavan,pavane,alt_of,,2.02,UNCOMMON
paviour,pavior,alt_of,,0.0,OBSCURE
pavise,pavis,alt_of,,0.0,OBSCURE
pean,paean,alt_of,,1.45,RARE
peavey,peavy,alt_of,,2.13,UNCOMMON
pedagog,pedagogue,alt_of,US,0.0,OBSCURE
pedaler,pedaller,alt_of,US,0.0,OBSCURE
pedlar,peddler,alt_of,UK,1.89,RARE
pemican,pemmican,alt_of,,0.0,OBSCURE
penalisation,penalization,alt_of,,0.0,OBSCURE
pendent,pendant,alt_of,,2.07,UNCOMMON
peneplane,peneplain,alt_of,,0.0,OBSCURE
pennoncelle,pennoncel,alt_of,,0.0,OBSCURE
penoche,penuche,alt_of,,0.0,OBSCURE
penoncel,pennoncel,alt_of,,0.0,OBSCURE
penuchle,pinochle,alt_of,,0.0,OBSCURE
peptisation,peptization,alt_of,,0.0,OBSCURE
peripetia,peripeteia,alt_of,,0.0,OBSCURE
peripety,peripeteia,alt_of,,0.0,OBSCURE
perve,perv,alt_of,,1.45,RARE
pewit,peewit,alt_of,UK,0.0,OBSCURE
phaeochromocytoma,pheochromocytoma,alt_of,,0.0,OBSCURE
phantasma,phantasm,alt_of,,1.31,RARE
phantasy,fantasy,alt_of,,2.35,UNCOMMON
pharmacopeia,pharmacopoeia,alt_of,,1.79,RARE
philosophiser,philosophizer,alt_of,,0.0,OBSCURE
philtre,philter,alt_of,,1.15,RARE
phoney,phony,alt_of,,2.69,UNCOMMON
piaster,piastre,alt_of,,0.0,OBSCURE
picaninny,pickaninny,alt_of,,0.0,OBSCURE
piccaninny,pickaninny,alt_of,,0.0,OBSCURE
pichiciago,pichiciego,alt_of,,0.0,OBSCURE
pickax,pickaxe,alt_of,US,1.55,RARE
picknicker,picnicker,alt_of,,0.0,OBSCURE
picometer,picometre,alt_of,US,0.0,OBSCURE
pigmy,pygmy,alt_of,,1.72,RARE
pilaff,pilaf,alt_of,,0.0,OBSCURE
pilau,pilaf,alt_of,,1.58,RARE
pilaw,pilaf,alt_of,,0.0,OBSCURE
pinocle,pinochle,alt_of,,0.0,OBSCURE
pipal,peepul,alt_of,,1.36,RARE
piperin,piperine,alt_of,,0.0,OBSCURE
pipet,pipette,alt_of,US,1.17,RARE
pipistrel,pipistrelle,alt_of,,0.0,OBSCURE
pipul,peepul,alt_of,,0.0,OBSCURE
pirana,piranha,alt_of,,0.0,OBSCURE
pirogi,pierogi,alt_of,,0.0,OBSCURE
piroshki,pirozhki,alt_of,,0.0,OBSCURE
pitta,pita,alt_of,,2.42,UNCOMMON
pixy,pixie,alt_of,,1.79,RARE
plagiarisation,plagiarization,alt_of,,0.0,OBSCURE
plagiariser,plagiarizer,alt_of,,0.0,OBSCURE
plasticiser,plasticizer,alt_of,,0.0,OBSCURE
plectron,plectrum,alt_of,,0.0,OBSCURE
plessimeter,pleximeter,alt_of,,0.0,OBSCURE
plough,snowplough,alt_of,British,3.09,FAMILIAR
ploughman,plowman,alt_of,UK,1.84,RARE
ploughwoman,plowwoman,alt_of,UK,0.0,OBSCURE
ploughwright,plowwright,alt_of,UK,0.0,OBSCURE
plow,plough,alt_of,US,3.21,FAMILIAR
plowboy,ploughboy,alt_of,US,1.12,RARE
plowland,ploughland,alt_of,,0.0,OBSCURE
plowshare,ploughshare,alt_of,US,1.47,RARE
pluralisation,pluralization,alt_of,,0.0,OBSCURE
pneumonoconiosis,pneumoconiosis,alt_of,,0.0,OBSCURE
podsol,podzol,alt_of,,0.0,OBSCURE
poenology,penology,alt_of,,0.0,OBSCURE
poetiser,poetizer,alt_of,,0.0,OBSCURE
polarisation,polarization,alt_of,UK,2.52,UNCOMMON
poleax,poleaxe,alt_of,,0.0,OBSCURE
pollack,pollock,alt_of,,2.85,UNCOMMON
pollenation,pollination,alt_of,,0.0,OBSCURE
polliwog,pollywog,alt_of,,0.0,OBSCURE
polychaete,polychete,alt_of,,1.69,RARE
polymerisation,polymerization,alt_of,UK,1.73,RARE
polypropene,polypropylene,alt_of,,0.0,OBSCURE
popularisation,popularization,alt_of,UK,1.63,RARE
populariser,popularizer,alt_of,UK,0.0,OBSCURE
postillion,postilion,alt_of,,0.0,OBSCURE
pouffe,pouf,alt_of,,1.18,RARE
praesidium,presidium,alt_of,,1.48,RARE
praetorium,pretorium,alt_of,,1.58,RARE
predaceousness,predaciousness,alt_of,,0.0,OBSCURE
prejudgement,prejudgment,alt_of,,0.0,OBSCURE
premie,preemie,alt_of,,1.51,RARE
premiss,premise,alt_of,,1.19,RARE
pretence,pretense,british,,2.73,UNCOMMON
preterit,preterite,alt_of,,1.02,RARE
pretor,praetor,alt_of,,1.07,RARE
preventative,preventive,alt_of,,3.13,FAMILIAR
prevue,preview,alt_of,,1.35,RARE
privatisation,privatization,alt_of,UK,3.1,FAMILIAR
proboscidian,proboscidean,alt_of,,0.0,OBSCURE
procaryote,prokaryote,alt_of,,0.0,OBSCURE
prodroma,prodrome,alt_of,,0.0,OBSCURE
professionalisation,professionalization,alt_of,,1.68,RARE
programme,program,uk,UK,4.57,COMMON
prolapsus,prolapse,alt_of,,0.0,OBSCURE
propellent,propellant,alt_of,,1.3,RARE
propellor,propeller,alt_of,US,1.72,RARE
proteosome,proteasome,alt_of,,0.0,OBSCURE
prothalamium,prothalamion,alt_of,,0.0,OBSCURE
protoactinium,protactinium,alt_of,,0.0,OBSCURE
psilocyn,psilocin,alt_of,,0.0,OBSCURE
ptomain,ptomaine,alt_of,,0.0,OBSCURE
pulverisation,pulverization,alt_of,,0.0,OBSCURE
pummelo,pomelo,alt_of,,0.0,OBSCURE
punchayet,panchayat,alt_of,,0.0,OBSCURE
punkey,punkie,alt_of,,0.0,OBSCURE
punky,punkie,alt_of,,2.34,UNCOMMON
puree,puri,alt_of,,2.87,UNCOMMON
pussly,pussley,alt_of,,0.0,OBSCURE
pycnosis,pyknosis,alt_of,,0.0,OBSCURE
pyemia,pyaemia,alt_of,,0.0,OBSCURE
pyroxyline,pyroxylin,alt_of,,0.0,OBSCURE
pyxie,pixie,alt_of,,0.0,OBSCURE
qat,khat,alt_of,,1.86,RARE
quahaug,quahog,alt_of,,0.0,OBSCURE
quamash,camas,alt_of,,0.0,OBSCURE
quandang,quandong,alt_of,,0.0,OBSCURE
quantisation,quantization,alt_of,UK,1.14,RARE
quantong,quandong,alt_of,,0.0,OBSCURE
quarreller,quarreler,alt_of,,0.0,OBSCURE
quartette,quartet,alt_of,,1.59,RARE
quatercentennial,quatercentenary,alt_of,,0.0,OBSCURE
quicky,quickie,alt_of,,1.79,RARE
rachet,ratchet,alt_of,,1.5,RARE
racoon,raccoon,alt_of,,2.24,UNCOMMON
racquet,racket,alt_of,Commonwealth,2.7,UNCOMMON
raetam,retem,alt_of,,0.0,OBSCURE
ragee,ragi,alt_of,,0.0,OBSCURE
raja,rajah,alt_of,,3.31,FAMILIAR
rambotan,rambutan,alt_of,,0.0,OBSCURE
ramee,ramie,alt_of,,1.26,RARE
ramequin,ramekin,alt_of,,0.0,OBSCURE
rancour,rancor,alt_of,Australian;British;Canadian,2.15,UNCOMMON
randomisation,randomization,alt_of,UK,1.47,RARE
ranee,rani,alt_of,,1.56,RARE
raphia,raffia,alt_of,,1.23,RARE
ratafee,ratafia,alt_of,,0.0,OBSCURE
ratan,rattan,alt_of,,2.32,UNCOMMON
rateability,ratability,alt_of,,0.0,OBSCURE
rationalisation,rationalization,alt_of,UK,2.38,UNCOMMON
ratlin,ratline,alt_of,,0.0,OBSCURE
raven,ravin,alt_of,,3.79,FAMILIAR
ravine,ravin,alt_of,,3.15,FAMILIAR
razmataz,razzmatazz,alt_of,,0.0,OBSCURE
realisation,realization,alt_of,UK,3.2,FAMILIAR
rebato,rabato,alt_of,,0.0,OBSCURE
recission,rescission,alt_of,,0.0,OBSCURE
recognisance,recognizance,alt_of,,1.22,RARE
reenforcement,reinforcement,alt_of,,0.0,OBSCURE
reflexion,reflection,dated,UK,1.81,RARE
regularisation,regularization,alt_of,UK,1.56,RARE
relativisation,relativization,alt_of,,0.0,OBSCURE
remilitarisation,remilitarization,alt_of,,0.0,OBSCURE
reorganisation,reorganization,alt_of,UK,2.88,UNCOMMON
repellant,repellent,alt_of,,2.24,UNCOMMON
resister,resistor,alt_of,,1.91,RARE
reveler,reveller,alt_of,US,1.47,RARE
revery,reverie,alt_of,,1.1,RARE
revetement,revetment,alt_of,,0.0,OBSCURE
revitalisation,revitalization,alt_of,UK,2.07,UNCOMMON
rhaphe,raphe,alt_of,,0.0,OBSCURE
rhodomontade,rodomontade,dated,,0.0,OBSCURE
rhumba,rumba,alt_of,,1.76,RARE
riband,ribbon,alt_of,,2.09,UNCOMMON
ricksha,rickshaw,alt_of,,0.0,OBSCURE
ricrac,rickrack,alt_of,,0.0,OBSCURE
ridgil,ridgel,alt_of,,0.0,OBSCURE
rigamarole,rigmarole,alt_of,US,1.28,RARE
rigor,rigour,alt_of,US,3.07,FAMILIAR
rigour,rigor,alt_of,UK,2.67,UNCOMMON
rigourousness,rigorousness,alt_of,,0.0,OBSCURE
rijstafel,rijsttafel,alt_of,,0.0,OBSCURE
ringhals,rinkhals,alt_of,,0.0,OBSCURE
rivetter,riveter,alt_of,,0.0,OBSCURE
romanticisation,romanticization,alt_of,UK,1.05,RARE
roomy,roomie,alt_of,,2.67,UNCOMMON
rouble,ruble,alt_of,,2.15,UNCOMMON
rozelle,roselle,alt_of,,2.16,UNCOMMON
rubel,ruble,alt_of,,1.96,RARE
ruggedisation,ruggedization,alt_of,,0.0,OBSCURE
ruggelach,rugelach,alt_of,,0.0,OBSCURE
rumourmonger,rumormonger,alt_of,,0.0,OBSCURE
saber,sabre,alt_of,US,3.18,FAMILIAR
sacque,sack,alt_of,,0.0,OBSCURE
saddhu,sadhu,alt_of,,0.0,OBSCURE
saffranine,safranin,alt_of,,0.0,OBSCURE
sahuaro,saguaro,alt_of,,1.26,RARE
salaah,salat,alt_of,,1.49,RARE
salade,sallet,alt_of,,1.64,RARE
salah,salat,alt_of,,3.2,FAMILIAR
salpa,salp,alt_of,,1.29,RARE
saltpeter,saltpetre,alt_of,US,2.1,UNCOMMON
salwar,shalwar,alt_of,,2.15,UNCOMMON
sambur,sambar,alt_of,,0.0,OBSCURE
samisen,shamisen,alt_of,,0.0,OBSCURE
sandarach,sandarac,alt_of,,0.0,OBSCURE
sanfoin,sainfoin,alt_of,,0.0,OBSCURE
sang,sheng,alt_of,,4.1,COMMON
sanitarium,sanatorium,alt_of,US,2.66,UNCOMMON
sanitisation,sanitization,alt_of,UK,1.36,RARE
sanyasi,sannyasi,alt_of,,1.4,RARE
sapremia,sapraemia,alt_of,,0.0,OBSCURE
sarape,serape,alt_of,,0.0,OBSCURE
sarcenet,sarsenet,alt_of,,0.0,OBSCURE
sarcodinian,sarcodine,alt_of,,0.0,OBSCURE
saree,sari,alt_of,,2.63,UNCOMMON
savannah,savanna,alt_of,,3.62,FAMILIAR
saviour,savior,uk,,3.33,FAMILIAR
savor,savour,alt_of,American;US,2.98,UNCOMMON
savorlessness,savourlessness,alt_of,US,0.0,OBSCURE
savoury,savory,alt_of,Canada;UK,2.81,UNCOMMON
sax,zax,alt_of,,3.15,FAMILIAR
scampo,scampi,alt_of,,0.0,OBSCURE
scandalisation,scandalization,alt_of,,0.0,OBSCURE
scarabaeus,scarab,alt_of,,1.12,RARE
scepter,sceptre,american,,2.73,UNCOMMON
sceptic,skeptic,alt_of,UK,2.5,UNCOMMON
scepticism,skepticism,alt_of,UK,2.94,UNCOMMON
schematisation,schematization,alt_of,,0.0,OBSCURE
schemozzle,shemozzle,alt_of,,0.0,OBSCURE
schmalz,schmaltz,alt_of,,1.5,RARE
schmeer,schmear,alt_of,,0.0,OBSCURE
schnaps,schnapps,alt_of,,1.24,RARE
schnorkel,snorkel,alt_of,,0.0,OBSCURE
schrod,scrod,alt_of,,0.0,OBSCURE
schtick,shtick,alt_of,,2.31,UNCOMMON
schtik,shtick,alt_of,,0.0,OBSCURE
scollop,scallop,alt_of,,0.0,OBSCURE
scorper,scauper,alt_of,,0.0,OBSCURE
scramaseax,scramasax,alt_of,,0.0,OBSCURE
scrutiniser,scrutinizer,alt_of,,0.0,OBSCURE
secretariate,secretariat,alt_of,,0.0,OBSCURE
secreter,secretor,alt_of,,0.0,OBSCURE
sectionalisation,sectionalization,alt_of,,0.0,OBSCURE
secularisation,secularization,alt_of,UK,1.79,RARE
see,cee,alt_of,,6.1,CORE
seedman,seedsman,alt_of,,0.0,OBSCURE
selvedge,selvage,alt_of,,1.87,RARE
sensitisation,sensitization,alt_of,UK,1.68,RARE
sensitiser,sensitizer,alt_of,,0.0,OBSCURE
sentimentalisation,sentimentalization,alt_of,,0.0,OBSCURE
septicaemia,septicemia,alt_of,,2.14,UNCOMMON
sepulcher,sepulchre,alt_of,Canada;US,1.96,RARE
sequella,sequela,alt_of,,0.0,OBSCURE
serialisation,serialization,alt_of,UK,1.75,RARE
seriph,serif,alt_of,,0.0,OBSCURE
serjeant,sergeant,alt_of,,2.39,UNCOMMON
sermoniser,sermonizer,alt_of,,0.0,OBSCURE
sextette,sextet,alt_of,,0.0,OBSCURE
sharpy,sharpie,alt_of,,1.37,RARE
shaytan,shaitan,alt_of,,1.6,RARE
sheesha,shisha,alt_of,,1.38,RARE
sheik,sheikh,alt_of,,3.1,FAMILIAR
sheika,sheikha,alt_of,,1.09,RARE
sheikhdom,sheikdom,alt_of,,1.03,RARE
sherbert,sherbet,alt_of,US,1.9,RARE
sherd,shard,alt_of,,1.44,RARE
shibah,shiva,alt_of,,0.0,OBSCURE
shikse,shiksa,alt_of,,0.0,OBSCURE
shillalah,shillelagh,alt_of,,0.0,OBSCURE
shivah,shiva,alt_of,,1.18,RARE
shivaree,charivari,alt_of,,1.11,RARE
shlemiel,schlemiel,alt_of,,0.0,OBSCURE
shlep,schlep,alt_of,,0.0,OBSCURE
shlepper,schlepper,alt_of,,0.0,OBSCURE
shlimazel,schlimazel,alt_of,,0.0,OBSCURE
shlock,schlock,alt_of,,1.09,RARE
shlockmeister,schlockmeister,alt_of,,0.0,OBSCURE
shmaltz,schmaltz,alt_of,,0.0,OBSCURE
shmear,schmear,alt_of,,0.0,OBSCURE
shmo,schmo,alt_of,,0.0,OBSCURE
shmuck,schmuck,alt_of,,1.56,RARE
shnook,schnook,alt_of,,0.0,OBSCURE
shophar,shofar,alt_of,,0.0,OBSCURE
shote,shoat,alt_of,UK,0.0,OBSCURE
shovelboard,shuffleboard,alt_of,,0.0,OBSCURE
shoveller,shoveler,alt_of,,1.17,RARE
shtik,shtick,alt_of,,0.0,OBSCURE
shumac,sumac,dated,,0.0,OBSCURE
shwa,schwa,alt_of,,1.1,RARE
signalisation,signalization,alt_of,,0.0,OBSCURE
signior,signore,alt_of,,1.74,RARE
signor,signore,alt_of,,2.75,UNCOMMON
siliqua,silique,alt_of,,1.25,RARE
sillabub,syllabub,alt_of,,0.0,OBSCURE
simoon,simoom,alt_of,,0.0,OBSCURE
sirup,syrup,alt_of,,1.3,RARE
skag,skeg,alt_of,,1.55,RARE
skullduggery,skulduggery,alt_of,US,1.81,RARE
slack,slacks,attributive,,3.71,FAMILIAR
smidgeon,smidgen,alt_of,,1.53,RARE
smidgin,smidgen,alt_of,,0.0,OBSCURE
smoothy,smoothie,alt_of,,1.58,RARE
sniveller,sniveler,alt_of,,0.0,OBSCURE
snowplough,snowplow,alt_of,UK,1.4,RARE
socialisation,socialization,alt_of,,2.23,UNCOMMON
socialiser,socializer,alt_of,,0.0,OBSCURE
soh,so,alt_of,,2.25,UNCOMMON
soja,soya,alt_of,,1.97,RARE
solarisation,solarization,alt_of,,0.0,OBSCURE
solemnisation,solemnization,alt_of,,1.11,RARE
