word,zipf,n_senses,first_gloss
veena,2.2,1,"A plucked stringed instrument with five or seven steel strings stretched on a long fretted finger-board over two gourds, used mostly in Carnatic Indian classical music."
overwintering,2.2,2,The action of overwintering.
overworld,2.2,5,The celestial world.
commish,2.2,2,A commissioner.
neurotoxicity,2.2,1,The state or property of being neurotoxic.
reperfusion,2.2,1,"The restoration of blood flow to an organ, after it was cut off (e.g. in an operation)."
beltline,2.2,2,"The imaginary line marking the upper end of the lower body of an automobile, running just below the bottoms of the windows"
terroir,2.2,1,"The complete set of local conditions in which a particular wine or family of wines is produced, including soil type, weather conditions, topography, and wine-making savoir-faire."
readme,2.2,1,A text file meant to be read before taking any significant action with the items it accompanies.
quadra,2.2,3,"The plinth, or lowest member, of any pedestal, podium, water table, or the like."
perovskite,2.2,1,"A minor accessory mineral, CaTiO₃, occurring in basic rocks, as orthorhombic crystals."
bolsa,2.2,1,An exchange for the transaction of business.
cashel,2.2,1,"In early Ireland, a ringfort or a circular stone structure used for defense."
casus,2.2,1,"A possible world, as a starting point for reasoning."
hatha,2.2,1,The fundamental form of yoga that focuses on asanas
handi,2.2,1,"A deep, narrow-mouthed vessel used in north Indian, Pakistani and Bengali cooking."
tubulin,2.2,2,Any of a group of proteins used as the material for microtubules.
avoidant,2.2,2,A person who exhibits avoidance.
kumbaya,2.2,1,"Used to evoke spiritual unity and interpersonal harmony, with varying degrees of sincerity or sarcasm, as referring to the folk song."
riddim,2.2,2,"An instrumental version of a song in Jamaican or Caribbean music, usually with a drum pattern and a prominent bassline, meant to be reused as a backing track in other productions."
teardown,2.2,2,A well-maintained structure purchased and torn down to make way for a new structure.
wushu,2.2,2,Any Chinese martial art.
sapien,2.2,1,"A human, a specimen of Homo sapiens."
pembina,2.2,2,"Squashberry, lowbush cranberry (Viburnum edule)."
albie,2.2,1,A false albacore.
shiller,2.19,1,One who shills: Synonym of shill.
curcumin,2.19,1,"A polyphenol (1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione; a major constituent of the spice turmeric."
shayla,2.19,1,"A traditional Islamic headcovering worn by some Muslim women to observe sartorial hijab; typically wrapped and pinned, and sometimes worn as a partial niqab (veil for the face)."
gumby,2.19,1,An inexperienced climber.
hardstyle,2.19,2,"A genre of electronic dance music that combines elements of trance, techno, and hardcore, with origins in the Netherlands and Belgium."
loverboy,2.19,2,"A male lover, especially a young one."
borgo,2.19,1,A small Italian village.
sadhana,2.19,1,A spiritual practice or discipline leading to a goal.
bimini,2.19,1,"A lightweight cover, usually made of fabric stretched on a metal frame which is readily removable, for the cockpit or deck of a speedboat or sailboat."
fiori,2.19,1,A form of decorative extruded pasta.
pisco,2.19,1,"A liquor distilled from grapes (a brandy) made in wine-producing regions of Peru and Chile. It is the most widely consumed spirit in Argentina, Bolivia, Chile and Peru."
dewatering,2.19,2,"Any of various techniques for the removal of water, either from a solid or from a structure."
cosmodrome,2.19,1,"A site for launching spacecraft, usually in reference to such Soviet or Russian built sites as the Baikonur, Kazakhstan and Plesetsk, Russia cosmodromes."
biffy,2.19,2,A toilet.
magisterium,2.19,3,The teaching authority or office of the Roman Catholic Church.
makepeace,2.19,2,A peacemaker; one who reconciles persons at variance with one another; a composer of strife; an adjuster of differences.
paracord,2.19,1,"A lightweight nylon rope, originally used for the suspension lines of parachutes."
decima,2.19,4,"A tenth, particularly"
thrifting,2.19,1,"Shopping for cheap items, as for example at a garage sale, flea market, or thrift shop."
doucet,2.19,2,A sweetened dish.
dreamscape,2.19,1,The landscape within a dream.
projet,2.19,1,A proposed plan; a draft or project.
mudge,2.19,1,mud; sludge
tengu,2.19,1,"A mythical Japanese creature, typically birdlike and having a long nose."
arkwright,2.19,1,A maker of cabinets or chests.
dysregulation,2.19,1,A failure to regulate properly.
carpaccio,2.19,1,"Thinly sliced raw beef or tuna, usually served as an appetizer."
fortin,2.19,1,A small fort; a fortlet.
gaijin,2.19,2,A non-Japanese person.
froot,2.19,1,"A boot (storage compartment) located at the front rather than the rear of a car, especially an electric vehicle."
coady,2.19,1,"A sauce, usually made from boiled molasses, spices, and an acid such as vinegar or lemon juice."
pulver,2.19,1,Powder.
mimetic,2.19,3,Something mimetic or imitative.
swingman,2.19,1,"A player who can swing between two different positions, often the small forward and shooting guard positions in basketball."
netter,2.18,2,"One who nets (in any sense), or who uses a net."
bomberman,2.18,1,A male bomber (person who sets bombs)
sandhill,2.18,2,A dune or sandpile.
guruji,2.18,1,A guru or spiritual teacher.
datasheet,2.18,2,A document summarizing the performance and other technical characteristics of a product.
anthro,2.18,3,Anthropology.
bottega,2.18,1,A workshop or studio in Italy.
spurting,2.18,1,The act of something that spurts.
petre,2.18,2,saltpetre
lookbook,2.18,3,"A comprehensive directory of fashion-related companies and people, such as fashion designers, industry figures, brands and retail stores."
harewood,2.18,1,"stained sycamore maple wood, used in cabinet making"
sportsbook,2.18,1,"A place where a gambler can bet on various sports competitions; the company that runs it; the website that is its online presence. (Most such companies offer online betting, subject to geofencing by s"
operant,2.18,2,An operative person or thing.
wheatland,2.18,1,An area where wheat is produced.
mechatronics,2.18,1,"The synergistic combination of mechanical engineering, electronic engineering and software engineering for the study of automata from an engineering perspective and the control of advanced hybrid syst"
rosalia,2.18,1,"A form of melody in which a phrase or passage is successively repeated, each time a tone or semi-tone higher or lower"
traipsing,2.18,1,Laborious walking.
hoovering,2.18,1,The act of cleaning using a vacuum cleaner.
rukia,2.18,1,"Any bird of the genus Rukia, native to Micronesia."
cadherin,2.18,1,Any of a class of transmembrane proteins important in maintaining tissue structure.
mutch,2.18,2,A nightcap (hat worn to bed).
bunton,2.18,1,A wooden cross-stay in a shaft; a support for shaft slides.
stromboli,2.18,1,"A type of turnover filled with various cheeses, typically mozzarella, and Italian meats such as salami, capicola and bresaola."
rappelling,2.18,1,A method used to descend heights with a rope.
homotopy,2.18,5,A continuous deformation of one continuous function or map to another.
stormer,2.18,2,Someone who storms.
churro,2.18,1,"A fried pastry from Spain, typically eaten as a dessert and with chocolate beverage."
tattersall,2.18,1,A fabric pattern containing squares of dark lines on a light background.
embryogenesis,2.18,1,The process by which an embryo is formed and develops.
microenvironment,2.18,3,A very small area that has different characteristics than its surroundings; the milieu (set of conditions) within this area.
intercooler,2.18,1,A heat-exchange device located between other devices or processes.
recordkeeping,2.18,1,"The creation, collection and management of records, especially of a business or governmental nature."
comandante,2.18,1,commandant
clownfish,2.18,1,"Any of the colorful fish of genera Amphiprion and Premnas in subfamily Amphiprioninae of family Pomacentridae, native to the Pacific and Indian Oceans, notable for their mutual relationship with sea a"
nazim,2.18,1,The chief elected official of a local government in Pakistan.
crutcher,2.18,2,A vessel in which the ingredients of soap are stirred with a crutch (form of prop).
kennet,2.18,1,A small hunting dog
northbridge,2.18,1,A microchip connected directly to the CPU (unlike the southbridge) and thus responsible for tasks that require the highest performance.
replicant,2.18,2,"A robot or artificial being that is an exact copy of a genuine lifeform, especially a human."
tiburon,2.18,1,"A shark; now specifically, Sphyrna tiburo or Negaprion brevirostris."
kairos,2.18,1,A time when conditions are right for the accomplishment of a crucial action; the opportune and decisive moment.
kagome,2.18,2,"An arrangement of laths composed of interlaced triangles such that each point where two laths cross has four neighboring points. Although called a lattice, it is more closely related to the trihexagon"
manju,2.17,1,"A traditional Japanese confection; most have an outside made from flour, rice powder, kudzu, and buckwheat, and a filling of red bean paste, usually made from boiled azuki beans and sugar; in Hawaii, "
theming,2.17,1,The application of a theme.
qubit,2.17,1,A quantum bit; the basic unit of quantum information described by a superposition of two states; a quantum bit in a quantum computer capable of being in a state of superposition; A binary qudit.
heartedness,2.17,2,The state or quality of being hearted.
snowmobiling,2.17,1,The use of a snowmobile for amusement.
pitter,2.17,1,A device that removes pits from fruit such as olives or cherries.
defensor,2.17,3,one who defends; a defender
stapling,2.17,1,The act by which something is stapled.
catenin,2.17,1,Any of a class of proteins that have a role in cell adhesion.
vives,2.17,1,"A disease of animals, especially horses, based in the glands under the ear, where a tumour is formed which sometimes ends in suppuration."
marceline,2.17,1,A thin silk fabric used for linings etc. in hats and ladies' dresses.
loveday,2.17,2,A day appointed for a meeting intended to amicably resolve a dispute; also the meeting held on such a day.
rooker,2.17,1,A person who rooks (cheats or swindles).
stallman,2.17,2,"A male stallholder, especially one who sells books."
unibody,2.17,4,An automobile construction technique in which the body is integrated into a single unit with the chassis rather than having a separate body-on-frame.
boulanger,2.17,1,Eggplant; aubergine.
corpo,2.17,2,"A person, especially an executive, who works for or serves the interests of a big business or corporation."
combinator,2.17,1,A lambda expression which has no free variables in it.
cliffside,2.17,1,The side of a cliff.
earmuffs,2.17,1,"A headphone-like device designed to cover a person's ears for protection against cold or noise. They consist of a thermoplastic or metal head-band, that fits over the top of the head, and a pad at eac"
brickman,2.17,3,A brickmaker.
emerg,2.17,1,The emergency department of a hospital.
emption,2.17,1,The act of buying; purchase.
cineplex,2.17,1,A cinema having multiple theatres (showing rooms).
genny,2.17,2,A person from the suburbs who moves to a low-income urban area.
danza,2.17,1,A Puerto Rican music genre associated with ballroom dancing.
adoptable,2.17,3,A person or animal that is eligible to be adopted.
adamantium,2.17,1,A fictional metal which is indestructible or nearly so.
laneway,2.17,1,A narrow roadway; a lane
germline,2.17,1,Those cells of an individual that have genetic material that could be passed to offspring; the source of gametes.
monotherapy,2.17,1,A therapy which is administered by itself
homescreen,2.17,1,The main or first interface shown in a graphical user interface.
espada,2.17,1,A matador.
gummer,2.16,3,A person or machine that applies gum.
kanga,2.16,3,"A comb, required to be worn at all times by Sikhs, one of the five Ks."
paclitaxel,2.16,1,"A taxane antineoplastic drug C₄₇H₅₁NO₁₄ originally isolated from the bark of the Pacific yew, Taxus brevifolia, but now typically derived as a semisynthetic product of the English yew; it interferes w"
chook,2.16,4,"A chicken, especially a hen."
matsu,2.16,1,"Pinus thunbergii, the Japanese pine."
culottes,2.16,1,A type of loose shorts which look like a skirt; a divided skirt.
paperwhite,2.16,2,"A bulbous perennial, of species Narcissus papyraceus, native to the Mediterranean region, with fragrant bunches of white flowers."
derecho,2.16,1,"A windstorm characterized by strong, straight-line winds."
incognita,2.16,2,A woman who is unknown or in disguise.
princeps,2.16,3,The title of the Roman emperor during the principate.
piledriver,2.16,4,A very hard shot.
cyclocross,2.16,1,"A form of bicycle racing consisting of many laps of a short course featuring pavement, wooded trails, grass, steep hills and obstacles and requiring the rider to quickly dismount, carry the bike whils"
samiti,2.16,1,A local political association
mailroom,2.16,1,A room used for receiving and (usually) sending mail.
agroforestry,2.16,1,An agricultural approach of using the interactive benefits from combining trees and shrubs with crops and/or livestock.
frontcourt,2.16,2,The half of the court where a team's offensive basket is located.
homestand,2.16,1,A series of games played at a team's home field
dione,2.16,1,diketone
dalal,2.16,1,A broker; a middleman.
agung,2.16,1,A gong used in the Philippines and Indonesia.
bridie,2.16,1,"A Scottish meat pastry, similar to a Cornish pasty."
nametag,2.16,1,A tag with one's name inscribed on it.
denuclearization,2.16,1,The act or process of denuclearizing.
enviro,2.16,1,An ecofreak.
autocar,2.16,1,A road vehicle powered by steam or electricity rather than by traction.
moksha,2.16,1,"In Indian philosophy and theology, the final liberation of the soul or consciousness from samsara and the bringing to an end of all the suffering involved in being subject to the cycle of reincarnatio"
bandura,2.16,1,"A Ukrainian plucked stringed instrument with a tear-shaped body, like an asymmetrical lute or a vertical zither, which is played with both hands while held upright on the lap."
bullcrap,2.16,1,Bullshit.
earworm,2.16,3,"A tune that keeps replaying in one's head or that one keeps thinking about, especially if unwanted."
gamertag,2.16,1,A pseudonym by which an individual playing an online game with others is identified
gotch,2.16,1,Men's underwear.
benda,2.16,1,"An old Guinean unit of mass, equivalent to 0.0642 kilograms."
kayser,2.16,1,"A unit of wavenumber in the CGS system of units, equivalent to the number of waves in one centimeter."
chaya,2.16,3,A teahouse in Japan.
lumpkin,2.16,1,"A clumsy, heavy, stupid, silly or blundering person."
ranga,2.16,1,An orange-haired or red-haired person.
hooley,2.15,2,"A noisy celebration or party; also, an evening of traditional music and dance."
homeware,2.15,1,"Furnishings for the home, such as furniture and cushions."
makan,2.15,1,Food.
samsonite,2.15,1,"A black, monoclinic silver manganese antimony sulfosalt mineral."
sambal,2.15,1,A hot relish made from chili peppers and other ingredients.
hythe,2.15,1,A landing-place in a river; a harbour or small port.
tweaker,2.15,5,A person who tweaks something.
quadrupole,2.15,2,A distribution of either electric charge or magnetization equivalent to two dipoles that point in opposite directions.
chiao,2.15,1,A Taoist ritual of cosmic renewal.
sango,2.15,2,A sandwich.
jobsite,2.15,1,"A physical location where work is done, especially construction work."
trialling,2.15,2,The process of running a trial; an experiment or pilot.
fuckwit,2.15,2,A very stupid person.
designator,2.15,2,"A person who, or term that, designates."
bisphenol,2.15,1,"Any of a class of organic compounds, derived from methylenediphenol, CH₂(C₆H₄OH)₂, formed by the condensation of a phenol with an aldehyde or ketone."
parkrun,2.15,1,An informal weekly 5 km (2 km for junior parkrun) running event that takes place in a park or similar location.
horcrux,2.15,2,"In Harry Potter, an object in which a wizard has concealed a part of their soul through magic, rendering them immortal until the object is irreparably damaged or destroyed."
higashi,2.15,4,The (more prestigious) right-hand side of the banzuke.
kampung,2.15,2,A traditional village.
duchesse,2.15,4,A French duchess.
waterworld,2.15,1,A planet or other large environment that is dominated by water.
taupo,2.15,1,"In Samoan culture, a ceremonial virgin, the daughter of a village chief."
bundt,2.15,1,"A baking pan with a hollow, circular, raised area in the middle."
leatherman,2.15,3,"A member of a homosexual male subculture that grew out of male-only motorcycle clubs formed by homosexual veterans returning from World War II, stressing masculinity in contradiction to androgynous an"
kegel,2.15,2,The pubococcygeal muscles.
chron,2.15,1,A period of time between two geomagnetic reversals.
chitra,2.15,2,A sandfly.
gigafactory,2.15,2,A very large manufacturing facility.
energetics,2.15,3,The field of study focused on the flow and transformation of energy.
negara,2.15,1,A constituent state of Indonesia when it was under Dutch control.
natch,2.15,2,"The rump of beef, especially the lower and back part of the rump."
ricker,2.15,1,"A thick pole for use in making a rick, or for a spar to a boat."
crewmember,2.15,1,A member of a crew.
brinkman,2.15,1,One who advocates for brinkmanship.
brazing,2.15,2,A method of joining metals by using heat and a filler
propionate,2.15,1,Any salt or ester of propionic acid.
denialism,2.15,1,"The practice of rejecting propositions which are strongly supported by scientific or historical evidence, and often of seeking to influence policy processes and outcomes accordingly."
chandu,2.14,1,Opium prepared for smoking.
demain,2.14,1,"A demesne, especially the ancient demesne claimed by William the Conqueror."
aisling,2.14,1,"A kind of Irish poem, developed during the late 17th and 18th centuries, in which Ireland appears to the poet in a vision in the form of a woman, lamenting the state of the Irish people and predicting"
cleantech,2.14,1,Technologies that support increased productivity or profitability while also reducing resource consumption or pollution.
neurodegeneration,2.14,1,The degeneration (and death) of neurons.
rehoming,2.14,1,The process of finding a new home for somebody.
tanjung,2.14,1,A cape; a headland.
bruschetta,2.14,1,"A light Italian dish of toasted bread with a topping of olive oil, garlic and chopped tomatoes."
seinen,2.14,1,"A kind of manga written for an older male audience, generally 18-30 years old (and older)."
backman,2.14,1,A defender in Australian rules football.
germplasm,2.14,1,"Seeds or tissues maintained for the purpose of animal or plant breeding, preservation or other research uses."
venta,2.14,1,A roadside inn in Spain.
sloot,2.14,3,A ditch.
yandere,2.14,1,"A character, usually a girl, who has an obsessive and possessive side regarding their crush, ready to use violent (if not murderous) means to maintain an exclusive bond."
pecorino,2.14,1,Any of a family of Italian hard cheeses made from ewe's milk.
owler,2.14,2,The alder tree.
suboxone,2.14,1,"A combination drug of buprenorphine and naloxone, used to treat opiate addictions."
relaunching,2.14,1,A second or subsequent launching.
stickman,2.14,8,A simple drawing of a man with lines to represent limbs and torso.
lightbox,2.14,5,"A box containing a source of light and a white, translucent cover, used to view photographic transparencies."
sawgrass,2.14,1,"Any of several Cladium species, long sedges with saw-like sharp, serrated edges, such as Cladium californicum, Cladium jamaicense, and Cladium mariscoides"
drumline,2.14,1,"A group of percussionists in a marching band, consisting of the battery and front ensemble."
kartel,2.14,2,A German industrial cartel.
starman,2.14,3,A spaceman.
recalibration,2.14,1,"A second, subsequent, or corrected calibration."
toolset,2.14,2,A collection of tools; a toolkit.
grandy,2.14,1,A grandparent: either a grandfather or a grandmother.
cavorting,2.14,1,The action of the verb to cavort
rudge,2.14,1,A partridge.
campanella,2.14,1,A smallish suspended bell used in medieval monastic cloisters.
longlist,2.14,1,"An initial, relatively long, shortlist, from which a further shortlist is selected."
bergh,2.14,1,A hill.
cohomology,2.14,2,"A method of contravariantly associating a family of invariant quotient groups to each algebraic or geometric object of a category, including categories of geometric and algebraic objects."
shraddha,2.14,1,"A Hindu ceremony performed in commemoration of one's deceased relatives, especially a parent."
wookie,2.14,2,"Wookiee, Wookie (a tall hairy humanoid fictional race from Star Wars)"
kanal,2.14,1,"A unit of area used in parts of northern India and in Pakistan, equivalent to one eighth of an acre."
betamax,2.14,2,a Betamax (videocassette tape)
gaster,2.14,2,The stomach.
pollan,2.13,1,"A freshwater fish, Coregonus pollan, resembling a herring"
lightman,2.13,1,A man who carries or takes care of a light.
webtoon,2.13,2,An animated cartoon published on the World Wide Web.
asswipe,2.13,2,"An annoying, contemptible, or worthless person."
winer,2.13,1,A person who habitually drinks wine.
kitab,2.13,1,An Islamic book.
bubby,2.13,3,A woman's breast.
kultur,2.13,1,"German culture or civilization, especially seen as authoritarian or racist during the period of world wars (1914-18 and 1939-45)"
lackland,2.13,1,A person who does not own land.
bricker,2.13,2,A brickmaker.
moyen,2.13,1,Intercession; intervention.
weeny,2.13,2,"A wiener, a hot dog."
everclear,2.13,1,"Any home-brewed distilled grain alcohol, especially one with a very high concentration of alcohol (such as 90-some percent, that is, 180-some proof); but generally not one rife with impurities or adul"
basho,2.13,1,A sumo tournament of any kind.
clindamycin,2.13,1,"A lincosamide antibiotic drug C₁₈H₃₃ClN₂O₅S, mostly used to treat infections with anaerobic bacteria."
karuna,2.13,1,Compassion; mercy.
bossman,2.13,3,A male boss or employer.
fogle,2.13,1,A handkerchief.
superset,2.13,2,"(symbol: ⊇) With respect to another set, a set such that each of the elements of the other set is also an element of the set."
longus,2.13,1,A long muscle in the body.
gussie,2.13,2,"A pig, a swine."
donat,2.13,2,A rank in some knightly orders.
longa,2.13,1,A musical note equal to two (or occasionally three) breves or whole notes.
chateaubriand,2.13,1,"A thick, juicy cut from the center of a beef tenderloin."
blathering,2.13,2,Incoherent or foolish talk.
hepatology,2.13,1,"The study or treatment of the liver, gallbladder, and pancreas."
amala,2.13,1,"A thick paste made from yam or cassava flour, eaten chiefly in Yoruba cuisine."
marikina,2.13,1,"A small marmoset, the golden lion tamarin, Leontopithecus rosalia."
fucktard,2.12,1,An extraordinarily stupid person.
routh,2.12,1,"Plenty, abundance."
lowball,2.12,5,The position of the ball on an American railroad ball signal that indicated Stop.
tretinoin,2.12,1,"The all-trans isomer of retinoic acid that is applied to the skin to treat severe acne and reduce facial wrinkles, roughness, and pigmented spots."
megalodon,2.12,1,A species of extinct shark that lived during the Miocene and Pliocene epochs (†Otodus megalodon).
blabbering,2.12,1,Foolish or incoherent talk; blather; babble.
mazza,2.12,2,Madness; something that is mad; a crazy situation.
triforce,2.12,1,"A shape composed of three equilateral triangles arranged in such a manner that a fourth triangle of identical size, but pointing the opposite direction, could fit between them."
garba,2.12,1,"A form of dance from the state of Gujarat in India, performed in a circle often around a lamp."
finca,2.12,1,"A country estate, farm or ranch in Spain or Hispanic America."
lakin,2.12,2,A toy.
beeman,2.12,1,"One who tends bees, usually as an occupation; beekeeper."
finasteride,2.12,1,A medication used to treat male pattern baldness and benign prostatic hyperplasia in males.
linsey,2.12,2,A cloth made of linen and wool.
backhaul,2.12,4,A return trip after delivery of cargo.
telepath,2.12,1,"A person with telepathic ability, capable of reading the thoughts of others around them. Telepaths also have the ability to project thought."
railgun,2.12,3,An electromagnetic gun that uses a large electrical current to propel a projectile down a track of two parallel conductive rails.
harmonia,2.12,2,"A harmonic mode in ancient Greek music, characterized by a particular set of chords and rhythmic patterns."
whooshing,2.12,1,A sound or motion that whooshes.
nanoscience,2.12,1,The underlying science of nanotechnology.
ansible,2.12,1,"A hypothetical device that enables users to communicate instantaneously across great distances; that is, a faster-than-light communication device."
bullshitter,2.12,1,"Someone who lies or exaggerates a lot, especially in order to preserve or enhance their reputation."
aromatase,2.12,1,An enzyme responsible for aromatization of androgen hormones into estrogens.
kayfabe,2.12,2,"The act, situation, or code of portraying staged events, performances, rivalries, etc as authentic or spontaneous."
shiel,2.12,2,A shepherd's hut or shieling.
creepypasta,2.12,1,"Frightening urban legends and short stories in the horror genre, circulated on the Internet."
crossman,2.12,1,"A thief, forger, or other criminal."
outcall,2.12,2,"A visit by a provider of some service, such as a massage therapist or a prostitute, to a client."
proteasome,2.12,1,"A complex protein, found in bacterial, archeal and eukaryotic cells, that breaks down other proteins via proteolysis."
pickpocketing,2.12,1,The act of stealing from the pocket of a passerby; the crime committed by a pickpocket.
poling,2.12,3,The act of supporting or of propelling by means of a pole or poles.
cumbia,2.12,1,"A traditional style of Colombian dance and music, or a piece in this style."
cambio,2.12,1,bureau de change; currency exchange
woodie,2.12,6,"An early station wagon or estate car whose rear bodywork is made of wood, often associated with Southern California surfing culture."
shutup,2.12,1,A steep canyon in the Solitario region of Texas in the United States.
kilian,2.12,1,A type of ice dance performed by a pair of skaters side-by-side
balrog,2.11,1,A fiery demonic creature.
sefer,2.11,1,"A book, especially a religious book."
whitestone,2.11,2,A light-coloured stone formerly used for scrubbing.
troponin,2.11,1,"A heterotrimeric regulatory protein complex found in the thin filaments of striated muscle fibers, including both skeletal and cardiac muscle, that controls calcium-mediated muscle contraction."
impactor,2.11,2,"Any of several machines or devices in which a part impacts on another, or on a material."
lilliput,2.11,1,"Any of various small freshwater mussels of the genus Toxolasma, found mainly in the southeastern United States."
menudo,2.11,2,A traditional Mexican soup made with tripe and chili peppers.
lalla,2.11,4,"In Persia, a kind of domestic tutor."
looove,2.11,1,Elongated form of love.
rogaine,2.11,1,A session of the sport of rogaining.
garrow,2.11,1,Garo people
bolas,2.11,2,"A throwing weapon made of weights on the ends of interconnected cords, designed to capture animals by entangling their legs."
hoochie,2.11,7,A woman who dresses scantily or in a revealing fashion.
matsuri,2.11,1,A Japanese festival.
diphosphate,2.11,2,any salt or ester containing two phosphate groups
decluttering,2.11,1,"The act or process of removing clutter; tidying, removing unwanted or messy items from a given place."
aguinaldo,2.11,6,A gift given at Christmas or at the Feast of the Epiphany.
timespan,2.11,1,An interval of time.
cyclase,2.11,1,Any enzyme that catalyzes the cyclization of a compound
homebuilding,2.11,1,The part of the construction industry concerned with building individual homes.
kickboxer,2.11,1,One who practices the martial art of kickboxing.
handwashing,2.11,1,The washing of one's hands.
ouroboros,2.11,2,"A serpent, dragon or worm that eats its own tail, a representation of the continuous cycle of life and death."
insigne,2.11,1,An insignia.
panton,2.11,2,"A horseshoe to correct a narrow, hoofbound heel."
shearling,2.11,2,A sheep that has been shorn for the first time
sitch,2.11,2,"A brook; an occasional small waterway: a ditch, a gutter or drain; a ravine."
backscatter,2.11,4,The deflection of particles or radiation through angles greater than 90 degrees to the original direction of travel.
mikan,2.11,1,"An orange seedless citrus fruit Citrus unshiu, originating from Japan, about the size of a tangerine."
seamer,2.11,3,A person who sews seams.
shero,2.11,1,A female hero.
kaisa,2.11,1,A variant of the game billiards played chiefly in Finland and Russia.
recurve,2.11,3,"A type of knife blade shape that involves several curves including a concave curve on a portion of the edge, resulting in a belly that is lower than the handle bottom."
screamo,2.11,4,"A genre of aggressive lo-fi guitar-driven music with predominantly screaming vocals, while preserving structural aspects of the emocore/hardcore emo genres of the early 1990's."
rotorcraft,2.1,1,Any aircraft that obtains its lift from rotors (usually either a helicopter or an aerial drone with rotors).
mantri,2.1,1,A minister or high official.
flipboard,2.1,1,"A set of cards hinged together on an easel, used in making presentations."
longline,2.1,3,"Gear consisting of a long and thick mainline, with baited hooks attached at intervals by means of branch lines called snoods or gangions."
inari,2.1,1,A type of sushi with rice wrapped in a pouch of fried tofu (aburaage).
immer,2.1,1,A bird in genus Gavia.
gatekeeping,2.1,1,"The act or process of limiting another party's participation in a collective identity or an activity, usually due to undue pettiness, resentment, selfishness, complacency, or overprotectiveness."
chaudhuri,2.1,1,A leader or representative of a group of traders.
pepito,2.1,2,"A sandwich of Spanish origin and popular in Latin America, made with beef, pork, or chicken."
riverrun,2.1,1,The course a river shapes through a landscape
negroni,2.1,1,"A cocktail consisting of gin, Campari and vermouth, usually in equal parts."
bacha,2.1,1,A dancing boy in parts of Central Asia.
munshi,2.1,2,A clerk or secretary.
regio,2.1,2,Any large area of a planet or moon that is strongly differentiated from neighbouring areas by colour or albedo.
winterbourne,2.1,1,"A stream that only flows in winter or after wet weather, particularly in an area rich in limestone."
upsell,2.1,1,The act of making such a sale.
cienega,2.1,1,A marshy spring where groundwater bubbles to the surface.
wingsuit,2.1,1,"A special jumpsuit, used in extreme sports like a parachute, which adds surface area to the wearer's body to create lift."
jobseeker,2.1,2,A person seeking employment.
carrow,2.1,1,A gambler in Ireland.
cueing,2.1,1,The act or process by which something is cued.
carine,2.1,1,A keel.
shuriken,2.1,1,"A dart or throwing blade, sometimes with multiple points, used as a weapon by ninja (or samurai)."
jerkoff,2.1,2,"Someone who behaves obnoxiously, rudely, inappropriately, or is ignorant of certain social norms, usually a male."
binny,2.1,1,"Niger barb (Labeobarbus bynni or Barbus bynni), a species of yellowfish found in the Nile."
biller,2.1,2,An issuer of a bill.
zolpidem,2.1,1,A sedative and hypnotic drug administered orally in the form of its tartrate (C₁₉H₂₁N₃O)₂·C₄H₆O₆ in the short-term treatment of insomnia.
tinkler,2.09,3,A small bell.
mansa,2.09,1,A king of ancient Mali.
carbonite,2.09,3,"An explosive manufactured from a variety of materials, including nitroglycerine, wood meal and nitrates."
overconsumption,2.09,1,Excessive consumption.
overgrazing,2.09,1,Excessive grazing to an extent that the land is damaged.
grouting,2.09,2,An application of grout.
sherm,2.09,3,The drug phencyclidine (PCP).
katsura,2.09,1,"One of two species of trees in the genus Cercidiphyllum, most commonly Cercidiphyllum japonicum, one of the largest trees in Asia."
wonderboy,2.09,1,"A male child prodigy, or (loosely) a talented male of any age."
pantanal,2.09,1,"A marsh (a broad, flat area with pools of water and trees) in the Pantanal region of South America."
umrah,2.09,1,"A minor hajj, a lesser pilgrimage to Mecca, other than at the time of the hajj."
bungo,2.09,3,"A Japanese written language established mainly during the Heian period, circa 900–1200 C.E., and commonly used until circa 1900."
tarin,2.09,1,"A bird, the siskin."
neuroplasticity,2.09,1,"The state or quality of being neuroplastic, of having a brain that adapts to experience."
nomos,2.09,2,"The body of law, especially that governing human behaviour."
glucan,2.09,1,Any polysaccharide that is a polymer of glucose
headbutting,2.09,1,The act of giving a headbutt.
reshoot,2.09,1,An instance of reshooting.
reupload,2.09,1,A second or subsequent upload.
bandgap,2.09,2,The energy difference between two allowed ranges of electron energy in a solid; especially the difference between the energies of the valence band and the conduction band.
breading,2.09,1,"The coating of a thin slice of meat in flour, egg and breadcrumbs prior to frying"
diene,2.09,1,"An organic compound, especially a hydrocarbon, containing two double bonds."
perdita,2.09,1,A woman who has fallen into prostitution.
penton,2.09,1,A pentagonal capsomere of an adenovirus capsid.
chaebol,2.09,1,"A large, family-controlled, South Korean business conglomerate."
moche,2.09,1,An imported package of spun silk.
wavefunction,2.09,1,"A mathematical function that describes the propagation of the quantum mechanical wave associated with a particle (or system of particles), related to the probability of finding the particle in a parti"
livestreaming,2.09,1,The act or practice of broadcasting an event live over the Internet.
fister,2.09,1,Someone who takes part in the sexual practice of fisting.
clonazepam,2.09,1,A benzodiazepine with potent anticonvulsant used especially in the treatment of epilepsy and other seizure disorders; C₁₅H₁₀ClN₃O₃. It is the generic name for Klonopin. It is a derivative of nitrazepa
