word,zipf,countable,uncountable,n_senses,first_gloss
kish,2.38,0,1,2,"A basket used in Ireland, mainly for carrying turf."
prabhu,2.38,0,0,1,A lord.
popstar,2.38,0,0,1,Alternative spelling of pop star.
romcom,2.38,0,0,1,Clipping of romantic comedy.
reggaeton,2.38,0,1,1,"A style of Latin American popular music, originally developing from reggae in Panama but now more of a type of hip hop-dance music mainly associated with Puerto Rico."
fundy,2.38,0,0,1,Alternative spelling of fundie.
repurposing,2.38,0,0,1,The act by which something is repurposed.
houser,2.38,0,0,2,"One who, or that which, houses."
unlockable,2.38,0,0,1,An initially hidden feature that is made available to reward the player for some achievement.
upwelling,2.38,0,0,2,An upward movement from a lower source.
dominator,2.38,0,0,2,"One who, or that which, dominates."
cavitation,2.38,1,1,3,The formation of pits on a surface.
umami,2.38,0,1,1,"One of the five basic tastes, the savory taste of foods such as seaweed, cured fish, aged cheeses and meats."
underarm,2.38,0,0,2,The armpit.
mog,2.38,0,0,2,A cat.
rabe,2.38,1,1,2,The budding shoot of a brassica that has bolted.
uploader,2.38,0,0,2,Someone who uploads files.
chal,2.38,0,0,1,A male gypsy.
ging,2.38,0,0,3,A company; troop; a gang.
cheez,2.38,0,1,2,composition
wildland,2.38,1,1,1,"Land that is unfit for, or has not been modified by, cultivation or other human activity; a natural area."
crockpot,2.38,0,0,1,A slow cooker.
whistleblowing,2.38,0,1,1,"The disclosure to the public or to authorities, such as by an employee, of wrongdoing."
zin,2.38,1,1,1,Zinfandel wine.
gutta,2.37,0,0,3,"A drop (of liquid, especially a medication)."
grampa,2.37,0,0,1,grandfather
amrita,2.37,0,1,1,The water of life; the drink of the Hindu gods.
absurdist,2.37,0,0,1,"An advocate of absurdism, in particular a writer of absurd topics."
oliva,2.37,0,0,1,olivary body
subcategory,2.37,0,0,2,With respect to a given category; a narrower category.
fibro,2.37,0,1,2,Fibro-cement; a building material consisting of asbestos fibres and cement pressed into sheets.
lep,2.37,0,0,1,A butterfly or moth.
legroom,2.37,0,1,2,Space to stretch the legs while seated.
bioactive,2.37,0,0,1,Such a material
bindi,2.37,1,1,7,The “holy dot” traditionally worn on the forehead of Hindu women.
sigil,2.37,0,0,3,"A seal, signature or signet."
kade,2.37,0,0,1,"The sheep ked, Melophagus ovinus"
erna,2.37,0,0,1,Alternative form of eRNA.
shota,2.37,1,1,2,"Hentai anime or manga, or other Japanese-inspired erotic art featuring young, usually prepubescent boys."
biko,2.37,0,0,1,"A sweet rice cake from the Philippines, made with coconut milk and brown sugar."
cooldown,2.37,0,0,4,"The rest period between sets or workout sessions, when cooling of body temperature may occur."
colum,2.37,0,0,2,Alternative form of coolung.
eventing,2.37,0,1,3,"An equestrian event which comprises dressage, cross-country, and showjumping; a similar event using motor cars"
birdwatching,2.37,0,1,3,Observing or identifying wild birds in their natural environment.
logon,2.37,0,0,2,credentials: the combination of a user's identification and password used to enter a computer.
swinney,2.37,0,1,1,Archaic form of sweeny.
secretory,2.37,0,0,1,That which secretes.
linea,2.37,0,0,2,"Any long marking, dark or bright, on a planet or moon's surface."
brindle,2.37,0,1,2,A streaky colouration in animals.
lightspeed,2.37,1,1,2,The speed of light (in vacuum unless another medium is specified).
sheva,2.37,0,0,1,Alternative form of shva (“Hebrew vowel sign”).
defo,2.37,0,1,1,defamation
platforming,2.37,0,1,2,The video game activity of jumping from one platform to another.
longboard,2.37,0,0,3,"A large surfboard, around 9 or 10 feet long with a wide nose."
scaremongering,2.37,0,1,1,The actions of scaremongers in spreading frightening or ominous reports or rumours.
habanero,2.37,0,0,1,"An intensely spicy chili pepper, Capsicum chinense."
allegiant,2.37,0,0,1,A person who is loyal to some (specified or implied) thing; one who is allegiant.
jat,2.37,0,0,1,Alternative spelling of yat (“letter or vowel”).
brownback,2.37,0,0,3,"A bird, the dowitcher or red-breasted snipe."
elkhorn,2.37,0,0,2,The horn of an elk.
payphone,2.37,0,0,1,"A public telephone that requires prepayment to operate, generally via the insertion of coins or a credit card."
blam,2.37,0,1,2,"A sudden, explosive sound, such as is made by a gunshot."
benching,2.37,0,0,1,An instance of a person being removed temporarily from an active role in a group or team activity.
yair,2.37,0,0,1,An enclosure for catching salmon as the tide ebbs.
butthead,2.37,0,0,1,An annoying person or someone who is difficult to get along with.
mainstage,2.37,0,0,2,The largest performing space in a venue.
weightloss,2.37,0,1,1,Alternative form of weight loss.
interferometry,2.37,0,1,1,The design and use of optical or radio interferometers.
tice,2.37,0,0,2,A ball bowled to strike the ground about a bat's length in front of the wicket; a yorker.
tib,2.37,0,0,4,A tibia.
nop,2.37,0,0,1,A no-op; a CPU instruction that does nothing.
mura,2.37,0,1,2,Nonuniformity in the luminance of a display device.
mylar,2.37,1,1,1,A polyester film.
traceability,2.37,1,1,1,The ability to trace (identify and measure) all the stages that led to a particular point in a process that consists of a chain of interrelated events
kidderminster,2.37,0,0,1,A type of two-ply carpet.
ankh,2.37,0,0,2,"A cross shaped like a T with a loop at the top, the Egyptian hieroglyph representing the Egyptian triliteral ꜥnḫ (“life”) and often used as an amulet or charm for this concept."
wakey,2.37,0,0,1,The day on which one wakes up and travels home.
appstore,2.37,0,0,1,Alternative form of app store.
pranking,2.37,0,0,2,A showy adornment.
humic,2.37,0,0,1,A derivative of humic acid.
womenswear,2.37,0,1,1,"Women's clothing (and accessories), particularly in a retail context."
overground,2.37,0,0,1,"A commuter rail or similar rail transport system, or a train in such systems, generally running through an urban area largely above ground and faster than an underground or metro with fewer stops."
reconstitution,2.37,1,1,3,The process or result of reconstituting
recheck,2.37,0,0,1,The act of checking again; reverification.
reframing,2.37,1,1,1,Framing anew or again.
fugly,2.37,0,0,1,An extremely ugly person.
cep,2.37,0,0,1,An edible mushroom (Boletus edulis).
donk,2.37,0,1,10,"A sub-genre of Scouse house music containing distinctive percussion sounds, or a sound typical of this genre."
aryl,2.37,0,0,1,Any univalent organic radical derived from an aromatic hydrocarbon by removing a hydrogen atom.
hifi,2.37,0,1,1,Alternative letter-case form of hi-fi.
gentoo,2.37,0,0,1,gentoo penguin
modularity,2.37,1,1,1,The property of being modular.
spellbinding,2.37,0,0,1,A spell or enchantment that restrains or constricts someone's actions or freedom of will.
spiffy,2.37,0,0,1,A dapper person.
abiotic,2.37,0,0,1,Any such material
guk,2.36,0,1,1,A class of soup-like dishes in Korean cuisine.
geoengineering,2.36,0,1,2,"The subfield of engineering concerned with designing and constructing tunnels, mines, and other human-designed geologic structures within and on earth."
hanif,2.36,0,0,1,"Any person, from before the time of Muhammad, who followed a non-pagan monotheistic religion."
amla,2.36,0,0,2,"Phyllanthus emblica, a deciduous tree."
whitelist,2.36,0,0,1,"A list or collection of people or entities that are known, trusted, or explicitly permitted."
retransmission,2.36,1,1,1,"The transmission of something again, especially over a different medium or at a different time."
dasha,2.36,1,1,1,"One of various systems of Hindu astrology based on planetary periods, in which these planetary periods have good or bad effects depending on their placement by sign, house, combinations with other pla"
maslin,2.36,1,1,2,A mixture composed of different materials; especially:
principia,2.36,0,0,1,First principles; elementary material.
impulsivity,2.36,0,1,1,"The quality of being impulsive, impulsiveness; inclination to act on impulse rather than thought."
soler,2.36,0,0,1,One who fits the soles to shoes.
snuggly,2.36,0,0,1,"Anything cosy or cuddly, such as soft clothing, a plush toy, or an animal."
kumari,2.36,0,0,1,A living goddess; a prepubescent girl worshipped as a manifestation of divine female energy.
gds,2.36,0,1,1,Abbreviation of goods.
otome,2.36,0,0,1,Ellipsis of otome game.
normie,2.36,0,0,3,"A normal person; one with commonly held, normative beliefs, neurology, tastes or interests."
quayside,2.36,0,0,1,An area alongside a quay.
rov,2.36,0,0,1,Alternative form of rav.
nightline,2.36,0,0,2,"An overnight telephone counselling service, typically for students."
rng,2.36,0,0,1,"An algebraic structure satisfying the same properties as a ring, except that multiplication need not have an identity element."
interventionism,2.36,1,1,3,The political practice of intervening in a sovereign state's affairs.
tandoori,2.36,0,0,3,A dish that was cooked in a tandoor.
johar,2.36,0,1,1,The Rajput practice whereby women are sacrificed in a fire to avoid their being captured by an enemy.
onsen,2.36,0,0,2,A (Japanese) hot spring.
morena,2.36,0,0,1,"Someone in authority, a master or leader, especially among Sotho-speakers."
zilla,2.36,0,0,1,A subdivision of a province or state
sica,2.36,0,0,1,"A curved dagger used in Ancient Roman times, associated with the Thracian and Illyrians, gladiators, and Sicarii."
wideband,2.36,0,1,1,A communications transmission rate between that of narrowband and broadband.
hackman,2.36,0,0,1,"The driver of a hack (a carriage, cab, or taxi)."
kaj,2.36,0,0,1,A spirit of storm and wind;
binky,2.36,0,0,3,"A stuffed animal, pillow, blanket, or toy that a small child is more attached to than any other, and often sleeps with."
tce,2.36,0,0,1,terrace
ganache,2.36,1,1,3,"A rich sauce, made of chocolate and cream, used also as the filling of truffles, and as a glaze."
janney,2.36,0,0,1,A mummer.
tej,2.36,0,1,1,A type of honey wine or mead from Ethiopia and Eritrea typically served in a specialized glass vessel known as a berele.
screencap,2.36,0,0,1,A screenshot.
tabula,2.36,1,1,7,A plate or frame on which a title or inscription is carved.
padawan,2.36,0,0,2,An apprentice or student Jedi.
sacre,2.36,0,0,1,Alternative form of saker (“type of cannon”).
bussy,2.36,0,0,4,A bus driver.
polyamory,2.36,0,1,1,Any of various practices involving romantic or sexual relationships with multiple partners with the knowledge and consent of all involved.
aeolian,2.36,1,1,1,"A lightweight fabric with a ribbed surface, generally made by combining silk and cotton, or silk and worsted warp and weft."
gora,2.36,0,0,1,A white person; a European.
andor,2.36,0,0,3,"Synonym of dandy or hammock litter, a strong cloth suspended from a pole or set of poles used as an open sedan chair."
fanon,2.36,0,1,5,A vestment reserved only for the Pope for use during a pontifical Mass.
aspartate,2.36,0,0,1,"The conjugate base of aspartic acid, or any salt or ester of it."
houlihan,2.36,0,0,1,A kind of lasso throw.
faw,2.36,0,0,1,A gypsy.
natick,2.36,0,0,1,An intersection of two obscure crossword puzzle clues.
flava,2.36,1,1,1,flavor
capel,2.35,0,1,3,Alternative spelling of caple (horse)
tiebreak,2.35,0,0,1,"A tiebreaker, a game or an extension to a game played to resolve a tied score."
dubbo,2.35,0,0,1,A foolish person.
driller,2.35,0,0,4,One who drills.
barbera,2.35,1,1,1,"An Italian grape variety grown for use in red wine, or a wine made from such grapes."
nonwhite,2.35,0,0,1,A person who is not white.
boohoo,2.35,0,0,1,The sailfish.
roadtrip,2.35,0,0,1,Alternative form of road trip.
kettlebell,2.35,0,0,1,A weight consisting of a cast iron ball with a single handle for gripping the weight during exercise.
quod,2.35,1,1,2,"A quadrangle or court, as of a prison; a prison."
reem,2.35,0,0,1,"A large horned animal in ancient Hebrew literature, variously identified with the wild ox or aurochs (Bos primigenius), the Arabian oryx, or a mythical creature (compare unicorn)."
coulee,2.35,0,0,3,"A stream, especially one in the western US or Canada, generally smaller than a bayou; it may (or may not) run dry in summer, may be sluggish, shallow, and wide (forming in effect a pond or slough), or"
clas,2.35,0,0,1,A Celtic monastery
powerline,2.35,0,0,1,Alternative form of power line.
imperator,2.35,0,0,1,An emperor.
dawa,2.35,0,0,2,"A medicine, particularly a native one or one used by witch doctors."
spiritus,2.35,0,0,3,A breathing.
failsafe,2.35,0,0,1,Alternative form of fail-safe.
downloader,2.35,0,0,2,Someone who downloads files from the Internet.
resveratrol,2.35,1,1,1,"A phenolic substance, 3,5,4'-trihydroxystilbene, a stilbenoid and phytoalexin, that is found in some fruits and nuts, and in red wine, and is reputed to have some beneficial properties for humans."
carryover,2.35,1,1,3,Something whose duration has been extended or that has been transferred to another time.
tumi,2.35,0,0,1,A ceremonial axe used by some Incan and pre-Incan cultures of South America.
turbocharger,2.35,0,0,1,"An inlet air compressor for an internal combustion engine (either Otto or Diesel cycle), powered from the exhaust air."
ribcage,2.35,0,0,1,Alternative spelling of rib cage.
tonka,2.35,0,1,1,"A flavoring or fragrance used in foodstuffs and perfumes, derived from the tonka bean which contains coumarin."
rideau,2.35,0,0,1,"A fortification or barrier such as a small earthen mound or ridge, a file of troops, etc."
ruffin,2.35,0,0,1,A ruffian.
frac,2.35,0,0,5,Frac job.
taskbar,2.35,0,0,1,A bar on a computer desktop used to launch and monitor applications.
rashi,2.35,0,0,1,A zodiac sign.
holodeck,2.35,0,0,1,"A room that provides holographic simulations for recreation, training, etc."
jarrah,2.35,1,1,2,"A eucalypt tree of species Eucalyptus marginata, occurring in the southwest of Western Australia."
tartare,2.35,1,1,2,A foodstuff chopped fine and served raw.
lusk,2.35,0,0,1,A lazy or slothful person.
diz,2.35,0,0,1,"A tool, often a flat circle, with one or more holes for passing wool through to form roving of a specified thickness."
telekinetic,2.35,0,0,1,One who has telekinetic abilities.
kuti,2.35,0,1,1,A traditional Ethiopian tisane made from steeped coffee leaves.
rebbe,2.35,0,0,2,The spiritual leader of a Hasidic Jewish community.
kbps,2.35,0,0,1,Initialism of kilobits per second.
rocher,2.35,0,0,1,A quenelle (in the sense of food moulded into an elliptical shape) made using one spoon rather than two.
ulan,2.35,0,0,1,Alternative form of uhlan.
chacha,2.35,1,1,3,A traditional Georgian clear strong liquor distilled from pomace.
flatline,2.35,0,0,4,An asystole; the absence of heart contractions or brain waves.
fatass,2.35,0,0,1,Alternative form of fat-ass.
tain,2.35,0,1,2,Thin tin plate
coppa,2.35,0,1,1,capicola
licensor,2.35,0,0,1,A party that grants a license to another.
rando,2.35,0,0,4,An arbitrary person with whom one has no shared social connection.
seahawk,2.35,0,0,2,A rapacious gull-like bird of the genus Stercorarius.
cooch,2.35,0,0,2,"The hootchy-kootchy, a type of erotic dance."
linotype,2.35,0,0,2,A form of typesetting machine in which a complete line of characters is set at once.
featurette,2.35,0,0,2,A relatively short feature film.
bibb,2.35,0,0,1,Synonym of bibcock.
cholo,2.35,0,0,1,"A Mexican or Hispanic gang member, or somebody perceived to embody similar characteristics."
pish,2.35,0,0,2,"A sibilant noise (e.g. ""psshh"") made by birders and ornithologists to attract small birds."
fisheye,2.35,1,1,4,An unfriendly or suspicious glance.
helio,2.35,0,0,1,A heliotrope (surveying instrument).
vill,2.35,0,0,2,"The smallest administrative unit of land in feudal England, corresponding to the Anglo-Saxon tithing and the modern parish."
heritability,2.35,1,1,2,The condition of being inheritable
morita,2.35,0,0,1,A reddish-brown variety of chipotle.
aad,2.35,0,0,4,Initialism of active acoustic device; active acoustical device.
greenstone,2.34,1,1,2,"Any of several green-hued minerals used for making various artefacts in early Mesoamerican cultures, e.g. greenschist, chlorastrolite, serpentine, omphacite, or chrysoprase."
crossrail,2.34,0,0,2,A rail that goes across something.
dasher,2.34,0,0,5,A person who dashes; a fast runner.
replicator,2.34,0,0,2,"Something capable of self-replication, like a gene or meme."
goel,2.34,0,0,1,"A person who, as the nearest relative of another, has certain obligations toward them, such as having to free them from slavery, to repurchase their property if sold through poverty, and to avenge the"
gooder,2.34,0,0,1,Something good; a good one; goodie.
acai,2.34,0,0,2,"Any of several South American palms, of the genus Euterpe, having a dark purple drupe."
zar,2.34,0,1,1,"A religious set of beliefs and practices in parts of northern Africa and the Middle East, involving the possession of an individual (usually female) by a type of spirit."
airpower,2.34,1,1,1,Airborne military power; an air force.
dorr,2.34,0,0,2,"A dor, or dorbeetle."
kickball,2.34,1,1,2,"A sport similar to baseball, where a ball similar to a soccer ball, is pitched at a kicker, and is kicked rather than hit."
bomba,2.34,1,1,1,"A form of traditional drumming, and an associated form of dance, from Puerto Rico."
multifunction,2.34,0,0,1,A multivalued function.
fino,2.34,0,0,1,The driest and palest type of traditional sherry.
snakeskin,2.34,1,1,2,The skin of a snake
kajal,2.34,0,1,1,Kohl.
maron,2.34,0,0,1,An alpine guide.
mudstone,2.34,1,1,1,A fine-grained sedimentary rock whose original constituents were clays or muds.
radicalisation,2.34,1,1,1,Non-Oxford British English standard spelling of radicalization.
radioshack,2.34,0,0,1,Alternative form of radio shack.
flam,2.34,1,1,3,A freak or whim; an idle fancy.
northerner,2.34,0,0,1,"A native or inhabitant of the north of a region (or of the world as a whole), such as one of the northern United States, the north of Norway, etc."
rocksteady,2.34,0,1,1,A genre of Jamaican music somewhat slower than ska.
manhunter,2.34,0,0,2,Someone who hunts down a target in a manhunt.
rakhi,2.34,0,0,1,"An ornamental cotton wristband tied by a girl or woman on to the wrist of her brother, or of one who takes on the responsibilities of a brother, particularly during the Raksha Bandhan festival."
posada,2.34,0,0,2,A traditional Mexican Christmas procession.
shor,2.34,0,0,1,A salt lake.
bouldering,2.34,0,1,1,"Climbing, without ropes, on large boulders or boulder-sized objects."
sux,2.34,0,1,1,Suxamethonium.
birther,2.34,0,0,3,One who gives birth.
breastmilk,2.34,1,1,1,Alternative spelling of breast milk.
gata,2.34,0,0,2,A kind of pastry in Armenia and some neighboring countries.
gox,2.34,0,1,1,Alternative form of GOX (“gaseous oxygen”).
vina,2.34,0,0,1,Alternative form of veena.
dookie,2.34,1,1,3,"swimming costume, bathing suit"
jebel,2.34,0,0,1,"A hill, a mountain (especially in the Middle East or North Africa)."
playgroup,2.34,0,0,3,A group of children who meet together for supervised play.
rann,2.34,0,0,1,A stanza of Irish poetry.
jenkin,2.34,0,0,1,A narrow excavation driven through a pillar of coal.
exploitable,2.34,0,0,1,A person or thing that can be exploited.
sintering,2.34,1,1,1,A process in which the particles of a powder are welded together by pressure and heating to a temperature below its melting point.
volunteerism,2.34,1,1,2,Reliance on volunteers to perform a social or educational function.
guna,2.34,1,1,2,"A lengthening of the simple vowels a, i, u, by prefixing an a element."
woon,2.34,0,0,1,A Burmese governor or officer of administration.
heald,2.34,0,0,2,Alternative form of hield.
cfu,2.34,0,0,1,Alternative form of CFU.
eam,2.34,0,0,1,Uncle.
eastland,2.34,0,0,1,The eastern part of a geographic area; a land lying to the east.
yerba,2.34,0,1,1,"Ilex paraguariensis, a species of holly native to southern South America; or the dried leaves and twigs of this plant, used to make the caffeine-rich beverage maté."
sado,2.34,0,1,1,Alternative form of chado (“Japanese tea ceremony”).
intergroup,2.34,0,0,1,"A group of members of the European Parliament of no particular party or committee, to facilitate the exchange of views."
ameen,2.34,0,0,1,"Any of various native Indian officials employed by the civil courts, for example to investigate accounts connected with a suit, to prosecute local enquiries of any kind bearing on a suit, to sell or t"
storer,2.34,0,0,2,One who lays up or forms a store.
biosecurity,2.34,0,1,2,The protection of plants and animals against harm from disease or from human exploitation.
bipartisanship,2.34,1,1,1,"In the context of a two-party system, especially in the United States, cooperation between the competing political parties; governing in a bipartisan manner."
journo,2.34,0,0,1,A journalist.
syllabic,2.34,0,0,1,A syllabic sound.
benzoyl,2.34,0,0,1,"A univalent radical formally derived from benzoic acid, C₆H₅CO-, by removal of the hydroxyl group."
braindead,2.34,0,0,1,Alternative form of brain-dead.
entendre,2.34,0,0,1,"A meaning, especially one that is implied rather than explicitly stated."
birthstone,2.34,0,0,2,Any of twelve gemstones traditionally associated with the month of one's birth.
unbeliever,2.34,0,0,1,"One who does not believe, particularly in a deity (used by believers to describe people who do not believe in the same deity or deities as themselves)."
magmatic,2.34,0,0,1,A rock formed from magma
seif,2.34,0,0,1,A sand dune that elongates parallel to the prevailing wind.
dopaminergic,2.33,0,0,1,Any substance that affects the production of dopamine or is a dopamine receptor agonist.
motu,2.33,0,1,2,"A reef islet formed by broken coral and sand, surrounding an atoll."
autotune,2.33,0,1,1,Alternative form of auto-tune.
tilak,2.33,0,0,1,"A mark or symbol worn on the forehead by Hindus, ornamentally or as an indication of status."
soong,2.33,0,1,1,"In American Chinese cuisine, minced meat or vegetables."
institutionalization,2.33,1,1,3,The process of establishing a practice as a norm.
miya,2.33,0,0,1,A Japanese shrine.
seaview,2.33,0,0,1,Alternative form of sea-view.
modulo,2.33,0,1,1,The operation or function that returns the remainder of one number divided by another.
rais,2.33,0,0,1,Alternative form of reis (“holder of military rank”).
mockumentary,2.33,0,0,1,A film or television programme presented as if it were a documentary but that is not factual and often a parody or satire.
pyroclastic,2.33,0,0,1,A rock mostly composed of rock fragments of volcanic origin.
kabaddi,2.33,0,1,1,A South Asian team sport in which players must hold their breath while making raids into the opposing team's half of the field.
suman,2.33,0,1,1,"Rice cake from the Philippines made from glutinous rice cooked in coconut milk, usually eaten sprinkled with sugar or laden with latik."
infante,2.33,0,0,1,"Any son of the king of Spain or Portugal, sometimes except the eldest or heir apparent."
nuc,2.33,0,0,1,A nucleus colony; a small bee colony created from a larger colony.
cutscene,2.33,0,0,1,Alternative spelling of cut scene.
riverwalk,2.33,0,0,1,"A pedestrian street or pathway alongside a river, providing a space for outdoor activity."
capsize,2.33,0,0,1,"The act of, or occurrence of capsizing or overturning."
debonair,2.33,0,0,1,Debonaire behaviour; graciousness.
medio,2.33,0,0,2,"A traditional Spanish unit of dry measure, equivalent to about 2.3 L."
bougie,2.33,0,0,4,"A tapered cylindrical instrument for introducing an object into a tubular anatomical structure, or to dilate such a structure, as with an esophageal bougie."
mell,2.33,0,1,6,Discourse; conversation.
voxel,2.33,0,0,1,"The three-dimensional analogue of a pixel; a volume element representing some numerical quantity, such as the colour, of a point in three-dimensional space, used in the visualisation and analysis of t"
downlink,2.33,0,0,2,The transmission of a signal from a satellite to a receiving station on earth; or the means of this transmission.
gomer,2.33,0,0,9,Alternative form of omer: a former Hebrew unit of dry volume equal to about 2.3 L or 2.1 quarts.
katakana,2.33,1,1,2,"A Japanese syllabary used when writing words borrowed from foreign languages other than Chinese, specific names of plants and animals and other jargon, onomatopoeia, or to emphasize a word or phrase. "
gena,2.33,0,0,3,The cheek; the feathered side of the under mandible of a bird.
dosh,2.33,0,1,1,Money.
chola,2.33,0,0,1,"A female cholo (Mexican or Hispanic gang member, or somebody with similar characteristics)."
mosher,2.33,0,0,2,One who moshes.
determinate,2.33,0,0,1,A single state of a particular determinable attribute.
aqa,2.33,0,0,1,Alternative spelling of agha.
preamp,2.33,0,0,1,Alternative spelling of pre-amp.
soundbite,2.33,0,0,1,Alternative spelling of sound bite.
ock,2.33,0,0,1,"A man of Middle Eastern descent that runs a deli or bodega, typically in New York."
cassation,2.33,1,1,2,The abrogation of a law by a higher authority; annulment.
terraforming,2.33,0,1,1,"The hypothetical process of deliberately modifying the atmosphere, temperature, surface topography or ecology of a planet, moon, etc. to make it similar to those of Earth and thus suitable for human l"
cess,2.33,0,0,6,"An assessed tax, duty, or levy; billeting."
salo,2.33,0,1,1,"a type of fatback, or non-rendered underskin pig fat consumed in Central and Eastern Europe, usually seasoned"
exchangeable,2.33,0,0,1,Any financial instrument with an associated right to be exchanged for another form of financial security.
kuna,2.33,0,0,1,"The former (until 2023) currency of Croatia, divided into 100 lipa."
conus,2.33,0,0,1,A cone.
securitization,2.33,1,1,2,"The fact or process of securitizing assets; the conversion of loans into securities, usually in order to sell them on to other investors."
objectifying,2.33,1,1,1,Objectification.
khutor,2.33,0,0,1,A single-homestead rural settlement of Eastern Europe.
seva,2.33,0,1,1,Selfless service that is performed without any expectation of reward for performing it.
brack,2.33,1,1,4,Salty or brackish water.
gid,2.33,0,1,1,"A disease caused by coenurosis of the brain, most commonly found in sheep and canids."
unemployable,2.33,0,0,1,A person who is not suited to employment.
brookside,2.33,0,0,1,The side of a brook.
brokenness,2.33,0,1,1,The characteristic of being broken.
loris,2.33,0,0,1,"Any of several small, slow-moving primates, of the subfamily Lorisinae, found in India and southeast Asia."
karn,2.33,0,0,1,A pile of rocks.
skelly,2.33,0,1,3,A squint.
esperance,2.33,0,0,1,"Expectation, hope."
tcf,2.33,0,0,2,thousand cubic feet
lowrie,2.33,0,0,1,A fox.
wark,2.33,0,0,3,Pain; ache.
averill,2.33,0,0,1,Alternative spelling of arval.
coeliac,2.33,0,0,1,Someone who has coeliac disease.
politicking,2.33,0,0,1,"The act of engaging in politics, or in political campaigning."
luft,2.33,0,0,1,A piece moved in front of a king to prevent a back-rank mate.
harmer,2.33,0,0,1,One who harms.
heptathlon,2.33,0,0,1,"An athletic contest comprising seven events; contested mostly by women, for whom this is an Olympic sport."
vada,2.33,0,0,1,A type of savoury doughnut eaten as a snack in south Asia.
cropland,2.32,1,1,1,arable land
yuka,2.32,0,1,2,"A secular Afro-Cuban musical tradition with drumming, singing and dancing, developed by Kongo slaves in colonial times."
goyal,2.32,0,0,1,Alternative form of goyle.
grizz,2.32,0,0,1,A grizzly bear.
hangul,2.32,0,1,2,The phonetic alphabet used to write the Korean language.
washi,2.32,0,1,1,A tough paper used in traditional Japanese art forms.
iwan,2.32,0,0,1,"A large, vaulted chamber with a monumental arched opening on one side."
ecclesia,2.32,0,0,3,The public legislative assembly of the Athenians.
saic,2.32,0,0,1,"A kind of ketch heavily used in the Black Sea, Tisa, Danube and Sava"
nayak,2.32,0,0,1,Alternative form of naik.
commodification,2.32,1,1,2,The assignment of a commercial value to something previously without such value.
lage,2.32,0,1,1,Water; any weak alcoholic beverage.
chana,2.32,0,1,2,A dish principally made from chickpeas or chickpea paste.
unsolvable,2.32,0,0,1,A problem that cannot be solved.
loong,2.32,0,0,1,A Chinese dragon.
wireline,2.32,0,0,2,A wire that runs from a drill rig down into the drill hole to support a dead load or other downhole tool.
vineland,2.32,0,0,1,land where vines are grown
telos,2.32,0,0,1,"The aim, purpose, or end goal."
storytime,2.32,0,0,1,The time at which a story is told.
favorability,2.32,0,1,2,The quality or degree of being viewed favorably
isothermal,2.32,0,0,1,An isotherm
rebounder,2.32,0,0,3,One who rebounds.
cingulate,2.32,0,0,1,"Any mammal of the order Cingulata, an armadillo."
soju,2.32,0,1,1,"A Korean distilled alcoholic beverage, similar to shochu."
wildman,2.32,0,0,1,Alternative form of wild man.
snowpack,2.32,1,1,1,"An accumulation of packed snow, usually the seasonal amount."
erk,2.32,0,0,1,A member of the groundcrew in the RAF.
wicketkeeper,2.32,0,0,1,"A player who stands behind the batsman’s wicket ready to catch the ball, or to stump the batsman."
counterfactual,2.32,0,0,3,"A claim, hypothesis, or other belief that is contrary to the facts."
psf,2.32,0,0,1,Initialism of pound per square foot.
bardo,2.32,0,0,1,The state of existence between death and subsequent reincarnation.
minigame,2.32,0,0,1,"A small and simple game, especially an incidental game within a larger video game."
bhangra,2.32,1,1,5,A lively style of music originating from India.
capex,2.32,0,1,1,Alternative form of CAPEX.
showground,2.32,0,0,1,An outdoor arena or area where entertainment events and shows are held.
olivet,2.32,0,0,1,An imitation pearl manufactured for trade with native peoples.
alanna,2.32,0,0,1,child
dosa,2.32,0,0,1,"A type of thin south Indian pancake made from fermented lentils and rice blended with water, typically served with chutney or sambar."
carfax,2.32,0,0,2,A junction of four roads.
kitsune,2.32,0,0,1,"A Japanese fox spirit, often but not exclusively female, said to have powers such as shape-shifting, and whose power is symbolized by increase in number of tails."
octa,2.32,0,0,1,"The proportion of the sky that is obscured by clouds, in eighths (one octa means that one eighth of the sky is obscured, two octas that one quarter is obscured, and so on)."
acapella,2.32,0,0,1,Misspelling of a cappella.
rego,2.32,1,1,3,Registration for a motor vehicle.
grav,2.32,0,0,3,A unit of force or acceleration equal to the standard acceleration of free fall.
concessional,2.32,0,0,2,A resident of a nursing home who has limited means and whose accommodation is consequently partly paid for by the government.
stackable,2.32,0,0,1,A network switch that can be set up to operate with other network switches.
stalag,2.32,1,1,2,"A German prisoner-of-war camp, especially in World War II."
komi,2.32,0,1,1,Bonus points given to the white player to compensate for the fact that black plays first.
fubar,2.32,0,0,1,Alternative form of foobar.
deadweight,2.32,0,0,1,Alternative form of dead weight.
attunement,2.32,1,1,2,The quality of being in tune with something
rede,2.32,0,1,2,"Help, advice, counsel."
travertine,2.32,1,1,1,"A light, porous form of concretionary limestone (or calcite) deposited from solution, and sometimes quarried for building."
tramadol,2.32,0,1,1,A synthetic opioid analgesic administered orally in the form of its hydrochloride C₁₆H₂₅NO₂·HCl to treat moderate to severe pain.
dinger,2.32,0,0,10,A bell or chime.
dux,2.32,0,0,3,"The top (male or female) academic student in a school, or in a year of school; the top student in a specified academic discipline."
