word,n,noun,propn,adj,verb,adv,other,dominant,noun_share,n_low,noun_low,propn_low
blatant,4,0,0,4,0,0,0,ADJ,0.000,4,0,0
blatantly,2,0,0,0,0,2,0,ADV,0.000,2,0,0
blather,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blatz,9,0,9,0,0,0,0,PROPN,0.000,0,0,0
blauberman,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blaustein,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blayers,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blaze,9,5,1,0,3,0,0,NOUN,0.556,8,5,0
blazed,3,0,0,0,3,0,0,VERB,0.000,3,0,0
blazer,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blazes,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blazic,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blazing,9,0,0,0,9,0,0,VERB,0.000,9,0,0
blazon,1,0,0,0,1,0,0,VERB,0.000,1,0,0
bldg,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
bleach,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bleached,5,0,0,0,5,0,0,VERB,0.000,5,0,0
bleachers,10,10,0,0,0,0,0,NOUN,1.000,10,10,0
bleaching,2,0,0,0,2,0,0,VERB,0.000,1,0,0
bleak,21,0,4,17,0,0,0,ADJ,0.000,16,0,0
bleakly,3,0,0,0,0,3,0,ADV,0.000,3,0,0
blearily,1,0,0,0,0,1,0,ADV,0.000,1,0,0
bleary,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
bleat,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bleating,1,0,0,0,1,0,0,VERB,0.000,1,0,0
bleats,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blebs,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blech,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
bleckley,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bled,4,0,0,0,4,0,0,VERB,0.000,4,0,0
bleed,3,0,0,0,3,0,0,VERB,0.000,3,0,0
bleeding,24,4,0,0,20,0,0,VERB,0.167,24,4,0
bleedings,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bleeker,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bleep,2,1,0,0,1,0,0,NOUN,0.500,2,1,0
bleeps,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bleh,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blemish,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blemishes,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blend,20,13,2,0,5,0,0,NOUN,0.650,17,13,0
blended,10,0,0,1,9,0,0,VERB,0.000,10,0,0
blender,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
blending,5,1,0,0,4,0,0,VERB,0.200,5,1,0
blends,9,9,0,0,0,0,0,NOUN,1.000,9,9,0
blenheim,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
blenkinsop,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bless,32,0,2,0,30,0,0,VERB,0.000,28,0,0
blessed,23,0,0,1,22,0,0,VERB,0.000,19,0,0
blessing,16,15,0,0,1,0,0,NOUN,0.938,16,15,0
blessings,10,8,2,0,0,0,0,NOUN,0.800,6,6,0
blest,3,0,0,0,3,0,0,VERB,0.000,3,0,0
bleu,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bleugh,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blevins,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blew,25,0,0,0,25,0,0,VERB,0.000,25,0,0
blight,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blighted,6,0,0,3,3,0,0,VERB,0.000,6,0,0
blimp,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blind,82,3,1,77,1,0,0,ADJ,0.037,78,3,0
blinded,7,0,1,2,4,0,0,VERB,0.000,6,0,0
blindfold,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blindfolded,4,0,0,0,4,0,0,VERB,0.000,4,0,0
blindfolds,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blinding,3,0,0,0,3,0,0,VERB,0.000,3,0,0
blindly,12,0,0,0,0,12,0,ADV,0.000,12,0,0
blindness,14,14,0,0,0,0,0,NOUN,1.000,14,14,0
blinds,6,5,0,0,1,0,0,NOUN,0.833,6,5,0
bling,1,0,0,0,1,0,0,VERB,0.000,1,0,0
blink,13,3,1,0,9,0,0,VERB,0.231,12,3,0
blinked,14,0,0,0,14,0,0,VERB,0.000,14,0,0
blinkers,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blinking,14,1,0,0,10,3,0,VERB,0.071,11,1,0
blinks,4,0,0,0,4,0,0,VERB,0.000,4,0,0
blip,15,3,0,0,12,0,0,VERB,0.200,15,3,0
blips,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bliss,7,7,0,0,0,0,0,NOUN,1.000,6,6,0
blissful,4,0,0,4,0,0,0,ADJ,0.000,4,0,0
blissfully,2,0,0,0,0,2,0,ADV,0.000,2,0,0
blister,3,2,0,0,1,0,0,NOUN,0.667,3,2,0
blistered,2,0,0,0,2,0,0,VERB,0.000,1,0,0
blisters,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
blithe,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
blithely,4,0,0,0,0,4,0,ADV,0.000,4,0,0
blither,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blithering,1,0,0,0,1,0,0,VERB,0.000,1,0,0
blitz,4,4,0,0,0,0,0,NOUN,1.000,3,3,0
blitzer,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blitzes,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blizzard,8,7,1,0,0,0,0,NOUN,0.875,7,7,0
blizzards,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloat,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
bloated,9,0,0,6,3,0,0,ADJ,0.000,9,0,0
blob,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blobs,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloc,23,23,0,0,0,0,0,NOUN,1.000,23,23,0
bloch,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
block,162,104,27,0,31,0,0,NOUN,0.642,133,102,0
blockade,18,18,0,0,0,0,0,NOUN,1.000,15,15,0
blockading,2,0,0,0,2,0,0,VERB,0.000,2,0,0
blockages,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blockbuster,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blocked,27,0,0,0,27,0,0,VERB,0.000,27,0,0
blocker,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blockers,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blockhouse,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blocking,14,0,0,0,14,0,0,VERB,0.000,14,0,0
blocks,76,72,1,0,3,0,0,NOUN,0.947,75,72,0
blocky,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
blocs,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blodgett,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
bloe,1,0,1,0,0,0,0,PROPN,0.000,1,0,1
bloedel,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blog,68,47,20,0,1,0,0,NOUN,0.691,48,47,0
blogged,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
blogger,10,7,3,0,0,0,0,NOUN,0.700,9,7,2
bloggers,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blogging,4,0,2,0,2,0,0,PROPN,0.000,1,0,0
blogosphere,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blogpost,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blogs,8,6,2,0,0,0,0,NOUN,0.750,6,6,0
blogshares,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blois,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
bloke,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blokes,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blomdahl,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blond,13,0,0,13,0,0,0,ADJ,0.000,13,0,0
blonde,31,7,0,24,0,0,0,ADJ,0.226,31,7,0
blondel,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blondes,3,2,1,0,0,0,0,NOUN,0.667,1,1,0
blood,234,231,3,0,0,0,0,NOUN,0.987,222,222,0
blooded,7,0,0,4,3,0,0,ADJ,0.000,7,0,0
bloodhounds,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bloodied,1,0,0,0,1,0,0,VERB,0.000,1,0,0
bloodiest,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
bloodless,4,0,0,4,0,0,0,ADJ,0.000,4,0,0
bloodletting,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bloodlust,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloodroot,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloods,3,2,1,0,0,0,0,NOUN,0.667,2,2,0
bloodshed,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
bloodshot,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
bloodspots,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloodstained,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
bloodstains,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloodstream,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
bloodthirsty,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloodworms,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloody,34,0,4,30,0,0,0,ADJ,0.000,28,0,0
bloodying,1,0,0,0,1,0,0,VERB,0.000,1,0,0
bloom,19,11,5,0,3,0,0,NOUN,0.579,14,11,0
bloomberg,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
bloomed,7,0,0,1,6,0,0,VERB,0.000,7,0,0
bloomer,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bloomers,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
bloomfield,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
blooming,17,2,0,0,15,0,0,VERB,0.118,16,2,0
bloomingdale,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bloomington,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blooms,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
bloooooooood,1,0,0,0,0,0,1,OTHER,0.000,0,0,0
bloooooooooood,1,0,0,0,0,0,1,OTHER,0.000,0,0,0
bloooooooooooood,1,0,0,0,0,0,1,OTHER,0.000,0,0,0
bloopers,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bloops,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blossom,10,5,2,0,3,0,0,NOUN,0.500,8,5,0
blossomed,2,0,0,0,2,0,0,VERB,0.000,2,0,0
blossoming,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blossoms,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
blot,9,7,1,0,1,0,0,NOUN,0.778,8,7,0
blotched,1,0,0,0,1,0,0,VERB,0.000,1,0,0
blots,4,3,0,0,1,0,0,NOUN,0.750,4,3,0
blotted,3,0,0,0,3,0,0,VERB,0.000,3,0,0
blotting,2,0,0,0,2,0,0,VERB,0.000,2,0,0
blount,12,0,12,0,0,0,0,PROPN,0.000,0,0,0
blouse,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
blouses,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
blouvard,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blow,64,38,0,0,26,0,0,NOUN,0.594,64,38,0
blowback,2,2,0,0,0,0,0,NOUN,1.000,1,1,0
blowdry,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blower,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
blowers,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
blowfish,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blowgun,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blowin,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blowing,41,2,0,1,38,0,0,VERB,0.049,40,2,0
blowjob,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blown,24,0,1,0,23,0,0,VERB,0.000,23,0,0
blownapart,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blowout,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blows,22,12,0,0,10,0,0,NOUN,0.545,22,12,0
blowup,2,1,0,1,0,0,0,NOUN,0.500,2,1,0
blu,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blubber,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bludgeon,4,2,0,0,2,0,0,NOUN,0.500,4,2,0
bludger,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bludgers,7,7,0,0,0,0,0,NOUN,1.000,6,6,0
blue,272,22,33,217,0,0,0,ADJ,0.081,197,22,4
blueberries,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blueberry,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bluebird,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bluebonnets,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bluebook,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bluebush,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bluefish,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bluegrass,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blueprint,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
blueprints,4,3,0,0,1,0,0,NOUN,0.750,3,2,0
bluer,2,1,0,1,0,0,0,NOUN,0.500,2,1,0
blues,33,26,7,0,0,0,0,NOUN,0.788,17,16,1
bluestocking,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bluesy,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
bluewater,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
bluff,12,10,1,1,0,0,0,NOUN,0.833,11,10,0
bluffing,1,0,0,0,1,0,0,VERB,0.000,1,0,0
bluffs,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
bluing,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bluish,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
blum,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
blumberg,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
blume,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blumenfeld,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blumenthal,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
blunder,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
blundered,2,0,0,0,2,0,0,VERB,0.000,2,0,0
blunderings,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blunders,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blunt,16,1,3,7,5,0,0,ADJ,0.062,12,1,0
blunted,2,0,0,0,2,0,0,VERB,0.000,2,0,0
blunter,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
bluntly,11,0,0,0,0,10,1,ADV,0.000,10,0,0
bluntness,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blunts,1,0,0,0,1,0,0,VERB,0.000,1,0,0
blur,11,2,0,0,9,0,0,VERB,0.182,11,2,0
blurb,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
blurred,10,0,0,0,10,0,0,VERB,0.000,10,0,0
blurring,1,0,0,0,1,0,0,VERB,0.000,1,0,0
blurry,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
blurt,1,0,0,0,1,0,0,VERB,0.000,1,0,0
blurted,3,0,0,0,3,0,0,VERB,0.000,3,0,0
blush,8,5,0,0,3,0,0,NOUN,0.625,7,5,0
blushed,6,0,0,0,6,0,0,VERB,0.000,6,0,0
blushes,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blushing,6,0,0,0,6,0,0,VERB,0.000,6,0,0
blusparrow,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
bluster,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
blustered,1,0,0,0,1,0,0,VERB,0.000,1,0,0
blustery,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
bluthenzweig,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blutwurst,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
blvd,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
bly,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
blyth,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bmews,2,1,1,0,0,0,0,NOUN,0.500,0,0,0
bmi,36,0,36,0,0,0,0,PROPN,0.000,0,0,0
bmil,1,0,1,0,0,0,0,PROPN,0.000,1,0,1
bmp,3,3,0,0,0,0,0,NOUN,1.000,0,0,0
bmt,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
bmw,5,0,5,0,0,0,0,PROPN,0.000,1,0,1
bmws,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
bn,4,1,0,0,0,0,3,OTHER,0.250,4,1,0
bna,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
bnl,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
bo,12,0,12,0,0,0,0,PROPN,0.000,0,0,0
boa,8,8,0,0,0,0,0,NOUN,1.000,7,7,0
boadicea,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boal,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boar,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
board,671,512,145,0,12,0,2,NOUN,0.763,449,436,0
boarded,7,0,0,2,5,0,0,VERB,0.000,7,0,0
boarder,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
boarders,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boarding,17,6,0,0,11,0,0,VERB,0.353,17,6,0
boardinghouses,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boardman,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
boardroom,3,3,0,0,0,0,0,NOUN,1.000,2,2,0
boards,64,63,0,0,1,0,0,NOUN,0.984,61,60,0
boast,11,1,0,0,10,0,0,VERB,0.091,11,1,0
boasted,9,0,0,0,9,0,0,VERB,0.000,9,0,0
boastfully,1,0,0,0,0,1,0,ADV,0.000,1,0,0
boasting,5,0,0,0,5,0,0,VERB,0.000,5,0,0
boastings,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boasts,11,1,0,0,10,0,0,VERB,0.091,11,1,0
boat,143,137,6,0,0,0,0,NOUN,0.958,137,134,3
boatel,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
boatels,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boaters,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boathouses,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boating,23,6,0,0,17,0,0,VERB,0.261,21,6,0
boatload,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
boatloads,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boatman,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
boatmen,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
boats,74,73,1,0,0,0,0,NOUN,0.986,70,70,0
boatsmen,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boatswain,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
boatyards,2,2,0,0,0,0,0,NOUN,1.000,1,1,0
boaz,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bob,107,2,103,0,2,0,0,PROPN,0.019,5,2,1
bobbed,2,0,0,0,2,0,0,VERB,0.000,2,0,0
bobbejaanland,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bobber,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bobbi,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bobbie,22,0,22,0,0,0,0,PROPN,0.000,0,0,0
bobbing,5,0,0,0,5,0,0,VERB,0.000,5,0,0
bobbins,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bobbles,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bobbsey,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bobby,35,2,33,0,0,0,0,PROPN,0.057,2,2,0
bobcat,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bobcats,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bobolink,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bobsleigh,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boca,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
bocas,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boccone,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bock,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bockius,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bockris,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bockwurst,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
bocor,2,1,1,0,0,0,0,NOUN,0.500,1,1,0
bod,17,16,1,0,0,0,0,NOUN,0.941,0,0,0
bodacious,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
boddington,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bode,3,0,1,0,2,0,0,VERB,0.000,2,0,0
bodenheim,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bodes,4,0,0,0,4,0,0,VERB,0.000,4,0,0
bodhi,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bodhisattva,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bodice,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
bodied,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
bodies,91,90,0,0,1,0,0,NOUN,0.989,91,90,0
bodily,11,0,0,5,0,6,0,ADV,0.000,10,0,0
bodin,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bodkins,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bodleian,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bodner,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
body,418,412,6,0,0,0,0,NOUN,0.986,403,403,0
bodybilt,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bodybuilder,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
bodybuilders,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bodybuilding,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bodyguard,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bodyguards,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bodytalk,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bodyweight,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bodyworker,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boed,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
boehmer,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boehringer,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
boeing,17,0,17,0,0,0,0,PROPN,0.000,0,0,0
boeotian,1,0,0,1,0,0,0,ADJ,0.000,0,0,0
boesel,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
boettcher,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bof,11,0,11,0,0,0,0,PROPN,0.000,0,0,0
bofa,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boffins,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bofors,13,0,13,0,0,0,0,PROPN,0.000,0,0,0
bog,1,0,0,0,1,0,0,VERB,0.000,1,0,0
bogaerts,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bogard,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bogart,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bogartian,1,0,0,1,0,0,0,ADJ,0.000,0,0,0
bogatyrivitch,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bogey,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
bogeyed,2,0,0,0,2,0,0,VERB,0.000,2,0,0
bogeyman,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bogeymen,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bogeys,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bogged,4,0,0,0,4,0,0,VERB,0.000,4,0,0
bogging,1,0,0,0,1,0,0,VERB,0.000,1,0,0
boggled,2,0,0,1,1,0,0,VERB,0.000,2,0,0
boggles,1,0,0,0,1,0,0,VERB,0.000,1,0,0
boggling,2,0,1,0,1,0,0,VERB,0.000,1,0,0
boggs,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boght,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
bogies,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
bogliasco,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bogomilsky,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bogons,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bogota,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bogs,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bogus,9,0,0,9,0,0,0,ADJ,0.000,9,0,0
bogy,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
bohai,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bohart,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boheme,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bohemia,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bohemian,2,1,1,0,0,0,0,NOUN,0.500,1,1,0
bohlen,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bohlin,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boi,3,0,3,0,0,0,0,PROPN,0.000,1,0,1
boies,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
boil,19,10,0,0,9,0,0,NOUN,0.526,18,9,0
boiled,17,0,0,1,16,0,0,VERB,0.000,16,0,0
boiler,12,12,0,0,0,0,0,NOUN,1.000,12,12,0
boilerplate,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
boilers,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
boiling,9,0,0,0,9,0,0,VERB,0.000,9,0,0
boils,5,1,0,0,4,0,0,VERB,0.200,4,0,0
boing,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
boinked,1,0,0,0,1,0,0,VERB,0.000,1,0,0
bois,3,1,1,0,0,0,1,NOUN,0.333,2,1,0
boisbriant,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boismassif,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boissoneault,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boisterous,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
boite,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
boites,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
bojinka,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
boland,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
bolar,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
bold,48,0,0,48,0,0,0,ADJ,0.000,47,0,0
bolden,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
bolder,4,0,0,4,0,0,0,ADJ,0.000,4,0,0
boldest,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
boldly,10,0,0,0,0,10,0,ADV,0.000,10,0,0
boldness,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
bolduc,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
boldy,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
